"","YEAR","MONTH_NAME","EVENT_TYPE","BEGIN_YEARMONTH","BEGIN_DAY","BEGIN_TIME","END_YEARMONTH","END_DAY","END_TIME","EPISODE_ID","EVENT_ID","STATE","STATE_FIPS","CZ_TYPE","CZ_FIPS","CZ_NAME","INJURIES_DIRECT","INJURIES_INDIRECT","DEATHS_DIRECT","DEATHS_INDIRECT","DAMAGE_PROPERTY","DAMAGE_CROPS","MAGNITUDE"
"398",1998,"September","Hurricane (Typhoon)",199809,1,1500,199809,3,2359,2149962,5672965,"ALABAMA",1,"Z",63,"LOWER MOBILE",0,0,0,0,"5K","",NA
"399",1998,"September","Hurricane (Typhoon)",199809,25,500,199809,25,1700,2149954,5672862,"FLORIDA",12,"Z",78,"MONROE/LOWER KEYS",0,0,0,0,"250M","",NA
"400",1998,"September","Hurricane (Typhoon)",199809,26,900,199809,27,2100,2149797,5667910,"LOUISIANA",22,"Z",51,"CAMERON",0,0,0,0,"","",NA
"401",1998,"September","Hurricane (Typhoon)",199809,26,900,199809,27,2100,2149797,5667913,"LOUISIANA",22,"Z",52,"VERMILION",0,0,0,0,"","",NA
"402",1998,"September","Hurricane (Typhoon)",199809,21,600,199809,22,500,2150038,5672086,"VIRGIN ISLANDS",96,"Z",20,"ST. JOHN",0,0,0,0,".25M","",NA
"403",1999,"September","Hurricane (Typhoon)",199909,15,1800,199909,16,900,2412871,5717591,"NORTH CAROLINA",37,"Z",97,"PENDER",0,0,0,0,"22M","4M",NA
"404",1999,"September","Hurricane (Typhoon)",199909,15,1700,199909,16,800,2412871,5717592,"NORTH CAROLINA",37,"Z",101,"NEW HANOVER",0,0,0,0,"37M","",NA
"405",1999,"September","Hurricane (Typhoon)",199909,15,1700,199909,16,600,2412871,5717593,"NORTH CAROLINA",37,"Z",100,"BRUNSWICK",0,0,0,0,"50M","",NA
"406",1999,"September","Hurricane (Typhoon)",199909,15,2000,199909,16,500,2412872,5717599,"SOUTH CAROLINA",45,"Z",34,"HORRY",0,0,0,0,"","",NA
"407",1999,"October","Hurricane (Typhoon)",199910,14,800,199910,15,2300,2411770,5716956,"FLORIDA",12,"Z",72,"COASTAL BROWARD",4,0,0,0,"54M","33M",NA
"408",1999,"October","Hurricane (Typhoon)",199910,14,700,199910,15,2200,2411770,5716957,"FLORIDA",12,"Z",74,"COASTAL DADE",0,0,0,0,"140M","230M",NA
"409",1999,"October","Hurricane (Typhoon)",199910,14,900,199910,15,2300,2411770,5716958,"FLORIDA",12,"Z",68,"COASTAL PALM BEACH",0,0,0,0,"68M","75M",NA
"410",1999,"September","Hurricane (Typhoon)",199909,4,2100,199909,5,1500,2414680,5724280,"NORTH CAROLINA",37,"Z",7,"PERSON",0,0,0,0,"","",NA
"411",1999,"September","Hurricane (Typhoon)",199909,15,600,199909,15,2100,2414320,5717695,"FLORIDA",12,"Z",25,"DUVAL",0,0,0,0,"1M","",NA
"412",1999,"September","Hurricane (Typhoon)",199909,15,900,199909,15,2100,2414321,5717696,"FLORIDA",12,"Z",24,"NASSAU",0,0,0,0,"2.5M","",NA
"413",1999,"October","Hurricane (Typhoon)",199910,20,1800,199910,21,2300,2414435,5723277,"VIRGIN ISLANDS",96,"Z",20,"ST. JOHN",0,0,0,0,"","",NA
"414",1999,"October","Hurricane (Typhoon)",199910,20,1800,199910,21,2300,2414435,5723278,"VIRGIN ISLANDS",96,"Z",30,"ST. THOMAS",0,0,0,0,"","",NA
"415",1999,"October","Hurricane (Typhoon)",199910,20,1800,199910,21,2300,2414435,5723276,"VIRGIN ISLANDS",96,"Z",10,"ST. CROIX",0,0,0,0,"20K","",NA
"416",1999,"September","Hurricane (Typhoon)",199909,16,200,199909,16,1600,2414395,5722861,"NEW JERSEY",34,"Z",24,"EASTERN CAPE MAY",0,0,0,0,".15M","",NA
"417",1999,"September","Hurricane (Typhoon)",199909,16,200,199909,16,1600,2414395,5722862,"NEW JERSEY",34,"Z",26,"EASTERN OCEAN",0,0,0,0,".5M","",NA
"418",1999,"September","Hurricane (Typhoon)",199909,16,200,199909,16,1600,2414395,5722860,"NEW JERSEY",34,"Z",25,"EASTERN ATLANTIC",0,0,0,0,".5M","",NA
"419",1999,"September","Hurricane (Typhoon)",199909,14,1200,199909,14,1800,2412730,5717086,"FLORIDA",12,"Z",61,"DE SOTO",0,0,0,0,"0","0",NA
"420",1999,"September","Hurricane (Typhoon)",199909,14,1200,199909,14,1800,2412730,5717087,"FLORIDA",12,"Z",56,"HARDEE",0,0,0,0,"0","0",NA
"421",1999,"September","Hurricane (Typhoon)",199909,14,1200,199909,14,1800,2412730,5717084,"FLORIDA",12,"Z",55,"MANATEE",0,0,0,0,"0","0",NA
"422",1999,"September","Hurricane (Typhoon)",199909,14,1200,199909,14,1800,2412730,5717085,"FLORIDA",12,"Z",60,"SARASOTA",0,0,0,0,"0","0",NA
"423",1999,"September","Hurricane (Typhoon)",199909,14,1200,199909,14,1800,2412730,5717082,"FLORIDA",12,"Z",51,"HILLSBOROUGH",0,0,0,0,"0","0",NA
"424",1999,"September","Hurricane (Typhoon)",199909,14,1200,199909,14,1800,2412730,5717079,"FLORIDA",12,"Z",52,"POLK",0,0,0,0,"20K","0",NA
"425",1999,"September","Hurricane (Typhoon)",199909,14,1200,199909,14,1800,2412730,5717080,"FLORIDA",12,"Z",62,"CHARLOTTE",0,0,0,0,"0","0",NA
"426",1999,"September","Hurricane (Typhoon)",199909,14,1200,199909,14,1800,2412730,5717081,"FLORIDA",12,"Z",57,"HIGHLANDS",0,0,0,0,"0","0",NA
"427",1999,"September","Hurricane (Typhoon)",199909,14,1200,199909,14,1800,2412730,5717083,"FLORIDA",12,"Z",65,"LEE",0,0,0,0,"0","0",NA
"428",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,16,300,2412600,5718817,"SOUTH CAROLINA",45,"Z",44,"DORCHESTER",0,0,0,0,"","",NA
"429",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,16,300,2412600,5718813,"SOUTH CAROLINA",45,"Z",40,"ALLENDALE",0,0,0,0,"17M","",NA
"430",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,16,300,2412600,5718818,"SOUTH CAROLINA",45,"Z",42,"HAMPTON",0,0,0,0,"","",NA
"431",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,15,2300,2412603,5718918,"GEORGIA",13,"Z",137,"LONG",0,0,0,0,"","",NA
"432",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,15,2300,2412603,5718910,"GEORGIA",13,"Z",141,"COASTAL MCINTOSH",0,0,0,0,"","",NA
"433",1999,"September","Hurricane (Typhoon)",199909,14,2300,199909,16,1300,1087386,5717548,"NORTH CAROLINA",37,"Z",79,"GREENE",0,0,0,0,"14M","20.7M",NA
"434",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,16,300,2412600,5718814,"SOUTH CAROLINA",45,"Z",48,"BEAUFORT",0,0,0,0,"","",NA
"435",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,15,2300,2412603,5718912,"GEORGIA",13,"Z",115,"EVANS",0,0,0,0,"","",NA
"436",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,15,2300,2412603,5718907,"GEORGIA",13,"Z",117,"COASTAL BRYAN",0,0,0,0,"","",NA
"437",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,15,2300,2412603,5718915,"GEORGIA",13,"Z",138,"INLAND LIBERTY",0,0,0,0,"","",NA
"438",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,15,2300,2412603,5718917,"GEORGIA",13,"Z",87,"JENKINS",0,0,0,0,"","",NA
"439",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,16,300,2412600,5718900,"SOUTH CAROLINA",45,"Z",49,"SOUTHERN COLLETON",0,0,0,0,"","",NA
"440",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,16,300,2412600,5718816,"SOUTH CAROLINA",45,"Z",50,"CHARLESTON",0,0,0,0,"","",NA
"441",1999,"September","Hurricane (Typhoon)",199909,14,2300,199909,16,1300,1087386,5717552,"NORTH CAROLINA",37,"Z",98,"ONSLOW",0,0,1,0,"13.1M","8.2M",NA
"442",1999,"September","Hurricane (Typhoon)",199909,14,2300,199909,16,1300,1087386,5717553,"NORTH CAROLINA",37,"Z",94,"PAMLICO",0,0,0,0,"","1M",NA
"443",1999,"September","Hurricane (Typhoon)",199909,14,2300,199909,16,1300,1087386,5717554,"NORTH CAROLINA",37,"Z",44,"PITT",0,0,5,0,"200M","96M",NA
"444",1999,"September","Hurricane (Typhoon)",199909,14,2300,199909,16,1300,1087386,5717555,"NORTH CAROLINA",37,"Z",46,"TYRRELL",0,0,0,0,"","5M",NA
"445",1999,"September","Hurricane (Typhoon)",199909,14,2300,199909,16,1300,1087386,5717545,"NORTH CAROLINA",37,"Z",90,"DUPLIN",0,0,3,0,"","68.1M",NA
"446",1999,"September","Hurricane (Typhoon)",199909,14,2300,199909,16,1300,1087386,5717546,"NORTH CAROLINA",37,"Z",103,"EASTERN DARE",0,0,0,0,"","",NA
"447",1999,"September","Hurricane (Typhoon)",199909,14,2300,199909,16,1300,1087386,5717547,"NORTH CAROLINA",37,"Z",104,"EASTERN HYDE",0,0,0,0,"","",NA
"448",1999,"September","Hurricane (Typhoon)",199909,13,1200,199909,14,2300,2412137,5716202,"FLORIDA",12,"Z",74,"COASTAL DADE",0,0,0,0,"","",NA
"449",1999,"August","Hurricane (Typhoon)",199908,30,0,199908,31,2359,2411425,5716388,"NORTH CAROLINA",37,"Z",80,"BEAUFORT",0,0,0,0,"","",NA
"450",1999,"August","Hurricane (Typhoon)",199908,30,0,199908,31,2359,2411425,5716389,"NORTH CAROLINA",37,"Z",95,"CARTERET",0,0,0,0,"","",NA
"451",1999,"August","Hurricane (Typhoon)",199908,30,0,199908,31,2359,2411425,5716400,"NORTH CAROLINA",37,"Z",44,"PITT",0,0,0,0,"","",NA
"452",1999,"August","Hurricane (Typhoon)",199908,30,0,199908,31,2359,2411425,5716401,"NORTH CAROLINA",37,"Z",46,"TYRRELL",0,0,0,0,"","",NA
"453",1999,"August","Hurricane (Typhoon)",199908,30,0,199908,31,2359,2411425,5716402,"NORTH CAROLINA",37,"Z",45,"WASHINGTON",0,0,0,0,"","",NA
"454",1999,"September","Hurricane (Typhoon)",199909,14,2300,199909,16,1300,1087386,5717551,"NORTH CAROLINA",37,"Z",29,"MARTIN",0,0,0,0,"","22M",NA
"455",1999,"August","Hurricane (Typhoon)",199908,30,0,199908,31,2359,2411425,5716403,"NORTH CAROLINA",37,"Z",47,"WESTERN DARE",0,0,0,0,"","",NA
"456",1999,"August","Hurricane (Typhoon)",199908,30,0,199908,31,2359,2411425,5716404,"NORTH CAROLINA",37,"Z",81,"WESTERN HYDE",0,0,0,0,"","",NA
"457",1999,"August","Hurricane (Typhoon)",199908,30,0,199908,31,2359,2411425,5716390,"NORTH CAROLINA",37,"Z",93,"CRAVEN",0,0,0,0,"","",NA
"458",1999,"August","Hurricane (Typhoon)",199908,30,0,199908,31,2359,2411425,5716391,"NORTH CAROLINA",37,"Z",90,"DUPLIN",0,0,0,0,"","",NA
"459",1999,"August","Hurricane (Typhoon)",199908,30,0,199908,31,2359,2411425,5716392,"NORTH CAROLINA",37,"Z",103,"EASTERN DARE",0,0,0,0,"","",NA
"460",1999,"August","Hurricane (Typhoon)",199908,30,0,199908,31,2359,2411425,5716393,"NORTH CAROLINA",37,"Z",104,"EASTERN HYDE",0,0,0,0,"","",NA
"461",1999,"August","Hurricane (Typhoon)",199908,30,0,199908,31,2359,2411425,5716394,"NORTH CAROLINA",37,"Z",79,"GREENE",0,0,0,0,"","",NA
"462",1999,"August","Hurricane (Typhoon)",199908,30,0,199908,31,2359,2411425,5716395,"NORTH CAROLINA",37,"Z",92,"JONES",0,0,0,0,"","",NA
"463",1999,"August","Hurricane (Typhoon)",199908,30,0,199908,31,2359,2411425,5716396,"NORTH CAROLINA",37,"Z",91,"LENOIR",0,0,0,0,"","",NA
"464",1999,"August","Hurricane (Typhoon)",199908,30,0,199908,31,2359,2411425,5716397,"NORTH CAROLINA",37,"Z",29,"MARTIN",0,0,0,0,"","",NA
"465",1999,"August","Hurricane (Typhoon)",199908,30,0,199908,31,2359,2411425,5716398,"NORTH CAROLINA",37,"Z",98,"ONSLOW",0,0,0,0,"","",NA
"466",1999,"August","Hurricane (Typhoon)",199908,30,0,199908,31,2359,2411425,5716399,"NORTH CAROLINA",37,"Z",94,"PAMLICO",0,0,0,0,"","",NA
"467",1999,"September","Hurricane (Typhoon)",199909,15,1600,199909,16,1600,1088948,5724437,"NORTH CAROLINA",37,"Z",84,"RICHMOND",0,0,0,0,"","",NA
"468",1999,"September","Hurricane (Typhoon)",199909,15,1600,199909,16,1600,1088948,5724418,"NORTH CAROLINA",37,"Z",25,"DURHAM",0,0,0,0,"","",NA
"469",1999,"September","Hurricane (Typhoon)",199909,15,1600,199909,16,1600,1088948,5724416,"NORTH CAROLINA",37,"Z",88,"CUMBERLAND",0,0,0,0,"","",NA
"470",1999,"October","Hurricane (Typhoon)",199910,15,2000,199910,16,1200,2413684,5717621,"FLORIDA",12,"Z",54,"INDIAN RIVER",0,0,0,0,"10M","",NA
"471",1999,"September","Hurricane (Typhoon)",199909,15,200,199909,15,2000,2413683,5717614,"FLORIDA",12,"Z",41,"VOLUSIA",0,0,0,0,"55M","",NA
"472",1999,"September","Hurricane (Typhoon)",199909,14,2300,199909,16,1300,1087386,5717544,"NORTH CAROLINA",37,"Z",93,"CRAVEN",0,0,2,0,"1.5M","2M",NA
"473",1999,"September","Hurricane (Typhoon)",199909,14,2300,199909,16,1300,1087386,5717542,"NORTH CAROLINA",37,"Z",80,"BEAUFORT",0,0,0,0,"","5.2M",NA
"474",1999,"September","Hurricane (Typhoon)",199909,14,2300,199909,16,1300,1087386,5717543,"NORTH CAROLINA",37,"Z",95,"CARTERET",0,0,0,0,"28M","4M",NA
"475",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,16,300,2412600,5718899,"SOUTH CAROLINA",45,"Z",43,"NORTHERN COLLETON",0,0,0,0,"","",NA
"476",1999,"October","Hurricane (Typhoon)",199910,17,0,199910,17,2000,2413715,5723793,"SOUTH CAROLINA",45,"Z",44,"DORCHESTER",0,0,0,0,"","",NA
"477",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,15,2300,2412603,5718920,"GEORGIA",13,"Z",114,"TATTNALL",0,0,0,0,"","",NA
"478",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,15,2300,2412603,5718919,"GEORGIA",13,"Z",88,"SCREVEN",0,0,0,0,"","",NA
"479",1999,"October","Hurricane (Typhoon)",199910,17,0,199910,17,2100,2413715,5723791,"SOUTH CAROLINA",45,"Z",45,"BERKELEY",0,0,0,0,"","",NA
"480",1999,"October","Hurricane (Typhoon)",199910,20,2200,199910,21,2300,2413723,5723274,"PUERTO RICO",99,"Z",113,"PONCE",0,0,0,0,"","",NA
"481",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,16,300,2412600,5718819,"SOUTH CAROLINA",45,"Z",47,"JASPER",0,0,0,0,"","",NA
"482",1999,"October","Hurricane (Typhoon)",199910,17,0,199910,17,2300,2413715,5723792,"SOUTH CAROLINA",45,"Z",50,"CHARLESTON",0,0,0,0,"","",NA
"483",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,15,2300,2412603,5718911,"GEORGIA",13,"Z",101,"EFFINGHAM",0,0,0,0,"","",NA
"484",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,15,2300,2412603,5718905,"GEORGIA",13,"Z",100,"BULLOCH",0,0,0,0,"","",NA
"485",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,15,2300,2412603,5718906,"GEORGIA",13,"Z",99,"CANDLER",0,0,0,0,"","",NA
"486",1999,"September","Hurricane (Typhoon)",199909,14,2200,199909,15,1600,2413683,5717615,"FLORIDA",12,"Z",46,"SEMINOLE",0,0,0,0,"400K","",NA
"487",1999,"August","Hurricane (Typhoon)",199908,30,0,199908,30,900,2413336,5713262,"NORTH CAROLINA",37,"Z",101,"NEW HANOVER",0,0,0,0,"25K","",NA
"488",1999,"October","Hurricane (Typhoon)",199910,15,2000,199910,16,1700,2413684,5717623,"FLORIDA",12,"Z",41,"VOLUSIA",0,0,0,0,"15M","",NA
"489",1999,"September","Hurricane (Typhoon)",199909,13,1200,199909,14,2300,2412137,5716203,"FLORIDA",12,"Z",68,"COASTAL PALM BEACH",0,0,0,0,"100K","",NA
"490",1999,"October","Hurricane (Typhoon)",199910,16,1500,199910,17,400,2414411,5722400,"FLORIDA",12,"Z",38,"FLAGLER",0,0,0,0,".6M","",NA
"491",1999,"October","Hurricane (Typhoon)",199910,16,1800,199910,17,600,2414412,5722402,"FLORIDA",12,"Z",25,"DUVAL",0,0,0,0,"300K","",NA
"492",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,15,2300,2412603,5718914,"GEORGIA",13,"Z",118,"INLAND CHATHAM",0,0,0,0,"","",NA
"493",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,16,1700,1088396,5720110,"NORTH CAROLINA",37,"Z",102,"EASTERN CURRITUCK",0,0,0,0,"","",NA
"494",1999,"August","Hurricane (Typhoon)",199908,29,2330,199908,29,2330,2412133,5716192,"FLORIDA",12,"Z",68,"COASTAL PALM BEACH",0,0,1,0,"100K","",NA
"495",1999,"October","Hurricane (Typhoon)",199910,15,2000,199910,16,1200,2413684,5717619,"FLORIDA",12,"Z",64,"MARTIN",0,0,0,0,"8M","",NA
"496",1999,"September","Hurricane (Typhoon)",199909,13,1200,199909,14,2300,2412137,5716201,"FLORIDA",12,"Z",72,"COASTAL BROWARD",0,0,0,0,"","",NA
"497",1999,"September","Hurricane (Typhoon)",199909,15,1600,199909,16,1600,1088948,5724434,"NORTH CAROLINA",37,"Z",24,"ORANGE",0,0,0,0,"","",NA
"498",1999,"September","Hurricane (Typhoon)",199909,14,2200,199909,15,1600,2413683,5717616,"FLORIDA",12,"Z",45,"ORANGE",0,0,0,0,"500K","",NA
"499",1999,"September","Hurricane (Typhoon)",199909,16,100,199909,16,2200,2413700,5722641,"DELAWARE",10,"Z",4,"DELAWARE BEACHES",0,0,0,0,"50K","0",57
"500",1999,"September","Hurricane (Typhoon)",199909,15,1600,199909,16,1600,1088948,5724415,"NORTH CAROLINA",37,"Z",40,"CHATHAM",0,0,0,0,"","",NA
"501",1999,"September","Hurricane (Typhoon)",199909,1,0,199909,5,2300,2413870,5721783,"NORTH CAROLINA",37,"Z",15,"PASQUOTANK",0,0,0,0,"5K","",NA
"502",1999,"September","Hurricane (Typhoon)",199909,1,0,199909,5,2300,2413870,5721679,"NORTH CAROLINA",37,"Z",31,"CHOWAN",0,0,0,0,"5K","",NA
"503",1999,"October","Hurricane (Typhoon)",199910,17,1600,199910,18,600,2413977,5721138,"NORTH CAROLINA",37,"Z",17,"WESTERN CURRITUCK",0,0,0,0,"5K","",NA
"504",1999,"September","Hurricane (Typhoon)",199909,15,1600,199909,16,1600,1088948,5724435,"NORTH CAROLINA",37,"Z",7,"PERSON",0,0,0,0,"","",NA
"505",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,16,1700,1088396,5720112,"NORTH CAROLINA",37,"Z",32,"PERQUIMANS",0,0,0,0,"315K","11.5M",NA
"506",1999,"September","Hurricane (Typhoon)",199909,14,2300,199909,16,1300,1087386,5717556,"NORTH CAROLINA",37,"Z",45,"WASHINGTON",0,0,0,0,"24K","3.6M",NA
"507",1999,"September","Hurricane (Typhoon)",199909,14,2300,199909,16,1300,1087386,5717557,"NORTH CAROLINA",37,"Z",47,"WESTERN DARE",0,0,0,0,"4M","",NA
"508",1999,"September","Hurricane (Typhoon)",199909,14,2300,199909,16,1300,1087386,5717558,"NORTH CAROLINA",37,"Z",81,"WESTERN HYDE",0,0,0,0,"","8M",NA
"509",1999,"September","Hurricane (Typhoon)",199909,1,0,199909,5,2300,2413869,5721667,"VIRGINIA",51,"Z",99,"ACCOMACK",0,0,0,0,"3K","",NA
"510",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,16,1700,1088396,5720108,"NORTH CAROLINA",37,"Z",16,"CAMDEN",0,0,0,0,"500K","6.2M",NA
"511",1999,"September","Hurricane (Typhoon)",199909,1,0,199909,5,2300,2413869,5721670,"VIRGINIA",51,"Z",94,"NEWPORT NEWS",0,0,0,0,"5K","",NA
"512",1999,"September","Hurricane (Typhoon)",199909,14,2300,199909,16,1300,1087386,5717549,"NORTH CAROLINA",37,"Z",92,"JONES",0,0,1,0,"","9.8M",NA
"513",1999,"September","Hurricane (Typhoon)",199909,14,2300,199909,16,1300,1087386,5717550,"NORTH CAROLINA",37,"Z",91,"LENOIR",0,0,1,0,"150M","160M",NA
"514",1999,"September","Hurricane (Typhoon)",199909,15,1600,199909,16,1600,1088948,5724428,"NORTH CAROLINA",37,"Z",76,"LEE",0,0,0,0,"","",NA
"515",1999,"September","Hurricane (Typhoon)",199909,1,0,199909,5,2300,2413869,5721669,"VIRGINIA",51,"Z",90,"JAMES CITY",0,0,0,0,"","",NA
"516",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,16,1700,1088395,5719993,"VIRGINIA",51,"Z",84,"GLOUCESTER",0,0,0,0,"1.8M","140K",NA
"517",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,16,1700,1088395,5719994,"VIRGINIA",51,"Z",93,"ISLE OF WIGHT",0,0,0,0,"5.2M","6.1M",NA
"518",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,16,1700,1088395,5719995,"VIRGINIA",51,"Z",90,"JAMES CITY",0,0,0,0,"15.7M","",NA
"519",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,16,1700,1088395,5719996,"VIRGINIA",51,"Z",78,"LANCASTER",0,0,0,0,"560K","",NA
"520",1999,"October","Hurricane (Typhoon)",199910,15,2000,199910,16,1200,2413684,5717620,"FLORIDA",12,"Z",59,"ST. LUCIE",0,0,0,0,"6M","",NA
"521",1999,"October","Hurricane (Typhoon)",199910,17,1600,199910,18,600,2413977,5721135,"NORTH CAROLINA",37,"Z",102,"EASTERN CURRITUCK",0,0,0,0,"3K","",NA
"522",1999,"October","Hurricane (Typhoon)",199910,17,1600,199910,18,600,2413977,5721132,"NORTH CAROLINA",37,"Z",30,"BERTIE",0,0,0,0,"3K","",NA
"523",1999,"September","Hurricane (Typhoon)",199909,15,1600,199909,16,1600,1088948,5724426,"NORTH CAROLINA",37,"Z",86,"HOKE",0,0,0,0,"","",NA
"524",1999,"August","Hurricane (Typhoon)",199908,30,0,199908,30,600,2413335,5713260,"SOUTH CAROLINA",45,"Z",34,"HORRY",0,0,0,0,"","",NA
"525",1999,"August","Hurricane (Typhoon)",199908,30,0,199908,30,900,2413336,5713261,"NORTH CAROLINA",37,"Z",100,"BRUNSWICK",0,0,0,0,"50K","",NA
"526",1999,"September","Hurricane (Typhoon)",199909,14,2000,199909,15,1200,2413683,5717618,"FLORIDA",12,"Z",59,"ST. LUCIE",0,0,0,0,"50K","",NA
"527",1999,"August","Hurricane (Typhoon)",199908,30,0,199908,30,800,2413336,5713263,"NORTH CAROLINA",37,"Z",97,"PENDER",0,0,0,0,"","",NA
"528",1999,"September","Hurricane (Typhoon)",199909,15,1600,199909,16,1600,1088948,5724417,"NORTH CAROLINA",37,"Z",38,"DAVIDSON",0,0,0,0,"","",NA
"529",1999,"September","Hurricane (Typhoon)",199909,15,1600,199909,16,1600,1088948,5724436,"NORTH CAROLINA",37,"Z",39,"RANDOLPH",0,0,0,0,"","",NA
"530",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,16,1700,1088395,5719991,"VIRGINIA",51,"Z",99,"ACCOMACK",0,0,1,0,"3M","7.6M",NA
"531",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,16,1700,1088395,5719992,"VIRGINIA",51,"Z",97,"CHESAPEAKE",0,0,0,0,"1.8M","832K",NA
"532",1999,"September","Hurricane (Typhoon)",199909,15,400,199909,15,2000,2413614,5717694,"FLORIDA",12,"Z",33,"ST. JOHNS",0,0,0,0,"3M","",NA
"533",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,15,2300,2412603,5718913,"GEORGIA",13,"Z",116,"INLAND BRYAN",0,0,0,0,"","",NA
"534",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,15,2300,2412603,5718916,"GEORGIA",13,"Z",140,"INLAND MCINTOSH",0,0,0,0,"","",NA
"535",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,15,2300,2412603,5718908,"GEORGIA",13,"Z",119,"COASTAL CHATHAM",0,0,0,0,"","",NA
"536",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,15,2300,2412603,5718909,"GEORGIA",13,"Z",139,"COASTAL LIBERTY",0,0,0,0,"","",NA
"537",1999,"September","Hurricane (Typhoon)",199909,14,2200,199909,15,1600,2413683,5717617,"FLORIDA",12,"Z",54,"INDIAN RIVER",0,0,0,0,"50K","",NA
"538",1999,"September","Hurricane (Typhoon)",199909,14,2200,199909,15,1600,2413683,5723962,"FLORIDA",12,"Z",47,"BREVARD",0,0,0,0,"5M","",NA
"539",1999,"August","Hurricane (Typhoon)",199908,30,0,199908,30,400,2413335,5713259,"SOUTH CAROLINA",45,"Z",46,"GEORGETOWN",0,0,0,0,"","",NA
"540",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,16,300,2412600,5718815,"SOUTH CAROLINA",45,"Z",45,"BERKELEY",0,0,0,0,"","",NA
"541",1999,"October","Hurricane (Typhoon)",199910,15,2000,199910,16,1200,2413684,5717622,"FLORIDA",12,"Z",47,"BREVARD",0,0,0,0,"12M","",NA
"542",1999,"October","Hurricane (Typhoon)",199910,17,1600,199910,18,600,1088662,5721129,"VIRGINIA",51,"Z",96,"SUFFOLK",0,0,0,0,"5K","",NA
"543",1999,"September","Hurricane (Typhoon)",199909,1,0,199909,5,2300,2413869,5721675,"VIRGINIA",51,"Z",98,"VIRGINIA BEACH",0,0,0,0,"5K","",NA
"544",1999,"September","Hurricane (Typhoon)",199909,15,1600,199909,16,1600,1088948,5724423,"NORTH CAROLINA",37,"Z",22,"GUILFORD",0,0,0,0,"","",NA
"545",1999,"September","Hurricane (Typhoon)",199909,15,1600,199909,16,1600,1088948,5724424,"NORTH CAROLINA",37,"Z",11,"HALIFAX",0,0,0,0,"","",NA
"546",1999,"September","Hurricane (Typhoon)",199909,1,0,199909,5,2300,2413869,5721674,"VIRGINIA",51,"Z",89,"SURRY",0,0,0,0,"","",NA
"547",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,16,1700,1088396,5720113,"NORTH CAROLINA",37,"Z",17,"WESTERN CURRITUCK",0,0,0,0,"300K","4.3M",NA
"548",1999,"September","Hurricane (Typhoon)",199909,15,1200,199909,16,1700,1088397,5720114,"MARYLAND",24,"Z",21,"DORCHESTER",0,0,0,0,"10K","10K",NA
"549",1999,"October","Hurricane (Typhoon)",199910,17,1600,199910,18,600,2413977,5721137,"NORTH CAROLINA",37,"Z",32,"PERQUIMANS",0,0,0,0,"5K","",NA
"550",1999,"November","Hurricane (Typhoon)",199911,16,1200,199911,18,2000,2413969,5720166,"VIRGIN ISLANDS",96,"Z",10,"ST. CROIX",0,0,0,0,"20M","",NA
"551",1999,"November","Hurricane (Typhoon)",199911,16,1200,199911,18,2000,2413969,5720167,"VIRGIN ISLANDS",96,"Z",20,"ST. JOHN",0,0,0,0,"5M","",NA
"552",1999,"November","Hurricane (Typhoon)",199911,16,1200,199911,18,2000,2413969,5720168,"VIRGIN ISLANDS",96,"Z",30,"ST. THOMAS",0,0,0,0,"1M","",NA
