"","pd_id","page_name","disclaimer","from_date","to_date","new_spend","num_of_new_ads"
"134152","pd-102877524950962-1","Vote for Joe Biden 2020","BIDEN VICTORY FUND","2020-11-01","2020-11-07",48419,0
"137597","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-01-26","2020-02-01",0,0
"137598","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-02-02","2020-02-08",0,0
"137599","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-02-09","2020-02-15",0,0
"137600","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-02-16","2020-02-22",0,0
"137601","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-02-23","2020-02-29",0,0
"137602","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-03-01","2020-03-07",0,0
"137603","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-03-08","2020-03-14",0,0
"137604","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-03-15","2020-03-21",0,0
"137605","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-03-22","2020-03-28",0,0
"137606","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-03-29","2020-04-04",0,0
"137607","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-04-05","2020-04-11",0,0
"137608","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-04-12","2020-04-18",0,0
"137609","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-04-19","2020-04-25",0,0
"137610","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-04-26","2020-05-02",0,0
"137611","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-05-03","2020-05-09",0,0
"137612","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-05-10","2020-05-16",0,0
"137613","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-05-17","2020-05-23",0,0
"137614","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-05-24","2020-05-30",0,0
"137615","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-05-31","2020-06-06",0,0
"137616","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-06-07","2020-06-13",0,0
"137617","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-06-14","2020-06-20",0,0
"137618","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-06-21","2020-06-27",0,0
"137619","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-06-28","2020-07-04",0,0
"137620","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-07-05","2020-07-11",0,0
"137621","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-07-12","2020-07-18",0,0
"137622","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-07-19","2020-07-25",0,0
"137623","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-07-26","2020-08-01",0,0
"137624","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-08-02","2020-08-08",0,0
"137625","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-08-09","2020-08-15",0,0
"137626","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-08-16","2020-08-22",0,0
"137627","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-08-23","2020-08-29",0,0
"137628","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-08-30","2020-09-05",0,0
"137629","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-09-06","2020-09-12",0,0
"137630","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-09-13","2020-09-19",0,0
"137631","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-09-20","2020-09-26",0,0
"137632","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-09-27","2020-10-03",0,0
"137633","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-10-04","2020-10-10",0,0
"137634","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-10-11","2020-10-17",0,0
"137635","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-10-18","2020-10-24",100,576
"137636","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-10-25","2020-10-31",205131,362
"137637","pd-102959414942393-1","Vote Blue 2020","BIDEN VICTORY FUND","2020-11-01","2020-11-07",48277,0
"147724","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-01-26","2020-02-01",0,0
"147725","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-02-02","2020-02-08",0,0
"147726","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-02-09","2020-02-15",0,0
"147727","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-02-16","2020-02-22",0,0
"147728","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-02-23","2020-02-29",0,0
"147729","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-03-01","2020-03-07",0,0
"147730","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-03-08","2020-03-14",0,0
"147731","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-03-15","2020-03-21",0,0
"147732","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-03-22","2020-03-28",0,0
"147733","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-03-29","2020-04-04",0,0
"147734","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-04-05","2020-04-11",0,0
"147735","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-04-12","2020-04-18",0,0
"147736","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-04-19","2020-04-25",0,0
"147737","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-04-26","2020-05-02",0,0
"147738","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-05-03","2020-05-09",0,0
"147739","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-05-10","2020-05-16",0,0
"147740","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-05-17","2020-05-23",0,0
"147741","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-05-24","2020-05-30",0,0
"147742","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-05-31","2020-06-06",0,0
"147743","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-06-07","2020-06-13",0,0
"147744","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-06-14","2020-06-20",0,0
"147745","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-06-21","2020-06-27",0,0
"147746","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-06-28","2020-07-04",0,0
"147747","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-07-05","2020-07-11",0,0
"147748","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-07-12","2020-07-18",0,0
"147749","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-07-19","2020-07-25",0,0
"147750","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-07-26","2020-08-01",0,0
"147751","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-08-02","2020-08-08",0,0
"147752","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-08-09","2020-08-15",0,0
"147753","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-08-16","2020-08-22",7376,12
"147754","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-08-23","2020-08-29",0,0
"147755","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-08-30","2020-09-05",0,0
"147756","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-09-06","2020-09-12",0,0
"147757","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-09-13","2020-09-19",0,0
"147758","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-09-20","2020-09-26",0,0
"147759","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-09-27","2020-10-03",0,0
"147760","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-10-04","2020-10-10",0,0
"147761","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-10-11","2020-10-17",0,0
"147762","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-10-18","2020-10-24",0,0
"147763","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-10-25","2020-10-31",0,0
"147764","pd-103169218173211-1","Wisconsin for Biden","BIDEN VICTORY FUND","2020-11-01","2020-11-07",0,0
"154366","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-01-26","2020-02-01",0,0
"154367","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-02-02","2020-02-08",0,0
"154368","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-02-09","2020-02-15",0,0
"154369","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-02-16","2020-02-22",0,0
"154370","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-02-23","2020-02-29",0,0
"154371","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-03-01","2020-03-07",0,0
"154372","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-03-08","2020-03-14",0,0
"154373","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-03-15","2020-03-21",0,0
"154374","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-03-22","2020-03-28",0,0
"154375","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-03-29","2020-04-04",0,0
"154376","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-04-05","2020-04-11",0,0
"154377","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-04-12","2020-04-18",0,0
"154378","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-04-19","2020-04-25",0,0
"154379","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-04-26","2020-05-02",0,0
"154380","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-05-03","2020-05-09",0,0
"154381","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-05-10","2020-05-16",0,0
"154382","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-05-17","2020-05-23",0,0
"154383","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-05-24","2020-05-30",0,0
"154384","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-05-31","2020-06-06",0,0
"154385","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-06-07","2020-06-13",0,0
"154386","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-06-14","2020-06-20",0,0
"154387","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-06-21","2020-06-27",0,0
"154388","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-06-28","2020-07-04",0,0
"154389","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-07-05","2020-07-11",0,0
"154390","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-07-12","2020-07-18",0,0
"154391","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-07-19","2020-07-25",0,0
"154392","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-07-26","2020-08-01",0,0
"154393","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-08-02","2020-08-08",0,0
"154394","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-08-09","2020-08-15",0,0
"154395","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-08-16","2020-08-22",10186,14
"154396","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-08-23","2020-08-29",0,0
"154397","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-08-30","2020-09-05",0,0
"154398","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-09-06","2020-09-12",0,0
"154399","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-09-13","2020-09-19",0,0
"154400","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-09-20","2020-09-26",0,0
"154401","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-09-27","2020-10-03",0,0
"154402","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-10-04","2020-10-10",0,0
"154403","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-10-11","2020-10-17",0,0
"154404","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-10-18","2020-10-24",0,0
"154405","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-10-25","2020-10-31",0,0
"154406","pd-103315431491657-1","Biden Harris for WI","BIDEN VICTORY FUND","2020-11-01","2020-11-07",0,0
"174989","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-01-26","2020-02-01",0,0
"174990","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-02-02","2020-02-08",0,0
"174991","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-02-09","2020-02-15",0,0
"174992","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-02-16","2020-02-22",0,0
"174993","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-02-23","2020-02-29",0,0
"174994","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-03-01","2020-03-07",0,0
"174995","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-03-08","2020-03-14",0,0
"174996","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-03-15","2020-03-21",0,0
"174997","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-03-22","2020-03-28",0,0
"174998","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-03-29","2020-04-04",0,0
"174999","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-04-05","2020-04-11",0,0
"175000","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-04-12","2020-04-18",0,0
"175001","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-04-19","2020-04-25",0,0
"175002","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-04-26","2020-05-02",0,0
"175003","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-05-03","2020-05-09",0,0
"175004","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-05-10","2020-05-16",0,0
"175005","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-05-17","2020-05-23",0,0
"175006","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-05-24","2020-05-30",0,0
"175007","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-05-31","2020-06-06",0,0
"175008","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-06-07","2020-06-13",0,0
"175009","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-06-14","2020-06-20",0,0
"175010","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-06-21","2020-06-27",0,0
"175011","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-06-28","2020-07-04",0,0
"175012","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-07-05","2020-07-11",0,0
"175013","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-07-12","2020-07-18",0,0
"175014","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-07-19","2020-07-25",0,0
"175015","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-07-26","2020-08-01",0,0
"175016","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-08-02","2020-08-08",0,0
"175017","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-08-09","2020-08-15",0,0
"175018","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-08-16","2020-08-22",0,0
"175019","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-08-23","2020-08-29",0,0
"175020","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-08-30","2020-09-05",0,0
"175021","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-09-06","2020-09-12",0,0
"175022","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-09-13","2020-09-19",0,0
"175023","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-09-20","2020-09-26",0,0
"175024","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-09-27","2020-10-03",0,0
"175025","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-10-04","2020-10-10",0,0
"175026","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-10-11","2020-10-17",0,0
"175027","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-10-18","2020-10-24",100,591
"175028","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-10-25","2020-10-31",205069,616
"175029","pd-103910991507971-1","Joe Biden for President","BIDEN VICTORY FUND","2020-11-01","2020-11-07",50891,0
"213980","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-01-26","2020-02-01",0,0
"213981","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-02-02","2020-02-08",0,0
"213982","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-02-09","2020-02-15",0,0
"213983","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-02-16","2020-02-22",0,0
"213984","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-02-23","2020-02-29",0,0
"213985","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-03-01","2020-03-07",0,0
"213986","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-03-08","2020-03-14",0,0
"213987","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-03-15","2020-03-21",0,0
"213988","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-03-22","2020-03-28",0,0
"213989","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-03-29","2020-04-04",0,0
"213990","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-04-05","2020-04-11",0,0
"213991","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-04-12","2020-04-18",0,0
"213992","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-04-19","2020-04-25",0,0
"213993","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-04-26","2020-05-02",0,0
"213994","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-05-03","2020-05-09",0,0
"213995","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-05-10","2020-05-16",0,0
"213996","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-05-17","2020-05-23",0,0
"213997","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-05-24","2020-05-30",0,0
"213998","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-05-31","2020-06-06",0,0
"213999","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-06-07","2020-06-13",0,0
"214000","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-06-14","2020-06-20",0,0
"214001","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-06-21","2020-06-27",0,0
"214002","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-06-28","2020-07-04",0,0
"214003","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-07-05","2020-07-11",0,0
"214004","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-07-12","2020-07-18",0,0
"214005","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-07-19","2020-07-25",0,0
"214006","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-07-26","2020-08-01",0,0
"214007","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-08-02","2020-08-08",0,0
"214008","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-08-09","2020-08-15",0,0
"214009","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-08-16","2020-08-22",12276,13
"214010","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-08-23","2020-08-29",0,0
"214011","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-08-30","2020-09-05",0,0
"214012","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-09-06","2020-09-12",0,0
"214013","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-09-13","2020-09-19",0,0
"214014","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-09-20","2020-09-26",0,0
"214015","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-09-27","2020-10-03",0,0
"214016","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-10-04","2020-10-10",0,0
"214017","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-10-11","2020-10-17",0,0
"214018","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-10-18","2020-10-24",0,0
"214019","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-10-25","2020-10-31",0,0
"214020","pd-104940277994339-1","Joe Biden for WI","BIDEN VICTORY FUND","2020-11-01","2020-11-07",0,0
"218203","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-01-26","2020-02-01",0,0
"218204","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-02-02","2020-02-08",0,0
"218205","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-02-09","2020-02-15",0,0
"218206","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-02-16","2020-02-22",0,0
"218207","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-02-23","2020-02-29",0,0
"218208","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-03-01","2020-03-07",0,0
"218209","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-03-08","2020-03-14",0,0
"218210","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-03-15","2020-03-21",0,0
"218211","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-03-22","2020-03-28",0,0
"218212","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-03-29","2020-04-04",0,0
"218213","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-04-05","2020-04-11",0,0
"218214","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-04-12","2020-04-18",0,0
"218215","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-04-19","2020-04-25",0,0
"218216","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-04-26","2020-05-02",0,0
"218217","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-05-03","2020-05-09",0,0
"218218","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-05-10","2020-05-16",0,0
"218219","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-05-17","2020-05-23",0,0
"218220","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-05-24","2020-05-30",0,0
"218221","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-05-31","2020-06-06",0,0
"218222","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-06-07","2020-06-13",0,0
"218223","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-06-14","2020-06-20",0,0
"218224","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-06-21","2020-06-27",0,0
"218225","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-06-28","2020-07-04",0,0
"218226","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-07-05","2020-07-11",0,0
"218227","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-07-12","2020-07-18",0,0
"218228","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-07-19","2020-07-25",0,0
"218229","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-07-26","2020-08-01",0,0
"218230","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-08-02","2020-08-08",0,0
"218231","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-08-09","2020-08-15",0,0
"218232","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-08-16","2020-08-22",0,0
"218233","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-08-23","2020-08-29",0,0
"218234","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-08-30","2020-09-05",0,0
"218235","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-09-06","2020-09-12",0,0
"218236","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-09-13","2020-09-19",0,0
"218237","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-09-20","2020-09-26",0,0
"218238","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-09-27","2020-10-03",0,0
"218239","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-10-04","2020-10-10",0,0
"218240","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-10-11","2020-10-17",0,0
"218241","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-10-18","2020-10-24",100,426
"218242","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-10-25","2020-10-31",198582,526
"218243","pd-105045441391278-1","Biden For President","BIDEN VICTORY FUND","2020-11-01","2020-11-07",55827,0
