year,state,weeks_left,days_left,party,candidate,poll_date,poll_support,before_convention
2000,National,22,155,REP,George W. Bush,2000-06-05,45.80929,TRUE
2000,National,22,155,DEM,Al Gore,2000-06-05,39.824342,TRUE
2000,National,22,154,REP,George W. Bush,2000-06-06,45.80929,TRUE
2000,National,22,154,DEM,Al Gore,2000-06-06,39.824342,TRUE
2000,National,22,153,REP,George W. Bush,2000-06-07,45.67484,TRUE
2000,National,22,153,DEM,Al Gore,2000-06-07,39.913581,TRUE
2000,National,22,152,REP,George W. Bush,2000-06-08,45.129226,TRUE
2000,National,22,152,DEM,Al Gore,2000-06-08,39.239558,TRUE
2000,National,22,151,REP,George W. Bush,2000-06-09,45.129226,TRUE
2000,National,22,151,DEM,Al Gore,2000-06-09,39.239558,TRUE
2000,National,21,150,REP,George W. Bush,2000-06-10,45.129295,TRUE
2000,National,21,150,DEM,Al Gore,2000-06-10,39.23953,TRUE
2000,National,21,149,REP,George W. Bush,2000-06-11,45.568408,TRUE
2000,National,21,149,DEM,Al Gore,2000-06-11,39.516414,TRUE
2000,National,21,148,REP,George W. Bush,2000-06-12,45.567858,TRUE
2000,National,21,148,DEM,Al Gore,2000-06-12,39.516681,TRUE
2000,National,21,147,REP,George W. Bush,2000-06-13,47.306729,TRUE
2000,National,21,147,DEM,Al Gore,2000-06-13,39.752571,TRUE
2000,National,21,146,REP,George W. Bush,2000-06-14,47.306618,TRUE
2000,National,21,146,DEM,Al Gore,2000-06-14,39.752218,TRUE
2000,National,21,145,REP,George W. Bush,2000-06-15,47.306644,TRUE
2000,National,21,145,DEM,Al Gore,2000-06-15,39.752017,TRUE
2000,National,21,144,REP,George W. Bush,2000-06-16,47.306954,TRUE
2000,National,21,144,DEM,Al Gore,2000-06-16,39.751835,TRUE
2000,National,20,143,REP,George W. Bush,2000-06-17,47.306954,TRUE
2000,National,20,143,DEM,Al Gore,2000-06-17,39.751835,TRUE
2000,National,20,142,REP,George W. Bush,2000-06-18,47.402915,TRUE
2000,National,20,142,DEM,Al Gore,2000-06-18,39.503384,TRUE
2000,National,20,141,REP,George W. Bush,2000-06-19,47.402936,TRUE
2000,National,20,141,DEM,Al Gore,2000-06-19,39.503479,TRUE
2000,National,20,140,REP,George W. Bush,2000-06-20,47.073174,TRUE
2000,National,20,140,DEM,Al Gore,2000-06-20,39.067763,TRUE
2000,National,20,139,REP,George W. Bush,2000-06-21,46.468875,TRUE
2000,National,20,139,DEM,Al Gore,2000-06-21,39.047414,TRUE
2000,National,20,138,REP,George W. Bush,2000-06-22,46.468776,TRUE
2000,National,20,138,DEM,Al Gore,2000-06-22,39.047438,TRUE
2000,National,20,137,REP,George W. Bush,2000-06-23,46.285566,TRUE
2000,National,20,137,DEM,Al Gore,2000-06-23,39.418721,TRUE
2000,National,19,136,REP,George W. Bush,2000-06-24,46.301501,TRUE
2000,National,19,136,DEM,Al Gore,2000-06-24,39.446603,TRUE
2000,National,19,135,REP,George W. Bush,2000-06-25,46.991396,TRUE
2000,National,19,135,DEM,Al Gore,2000-06-25,39.213618,TRUE
2000,National,19,134,REP,George W. Bush,2000-06-26,46.990776,TRUE
2000,National,19,134,DEM,Al Gore,2000-06-26,39.212091,TRUE
2000,National,19,133,REP,George W. Bush,2000-06-27,46.990806,TRUE
2000,National,19,133,DEM,Al Gore,2000-06-27,39.212101,TRUE
2000,National,19,132,REP,George W. Bush,2000-06-28,46.990508,TRUE
2000,National,19,132,DEM,Al Gore,2000-06-28,39.212322,TRUE
2000,National,19,131,REP,George W. Bush,2000-06-29,46.887606,TRUE
2000,National,19,131,DEM,Al Gore,2000-06-29,39.658272,TRUE
2000,National,19,130,REP,George W. Bush,2000-06-30,46.720516,TRUE
2000,National,19,130,DEM,Al Gore,2000-06-30,39.029422,TRUE
2000,National,18,129,REP,George W. Bush,2000-07-01,46.725272,TRUE
2000,National,18,129,DEM,Al Gore,2000-07-01,39.036934,TRUE
2000,National,18,128,REP,George W. Bush,2000-07-02,46.725272,TRUE
2000,National,18,128,DEM,Al Gore,2000-07-02,39.036934,TRUE
2000,National,18,127,REP,George W. Bush,2000-07-03,46.725272,TRUE
2000,National,18,127,DEM,Al Gore,2000-07-03,39.036934,TRUE
2000,National,18,126,REP,George W. Bush,2000-07-04,46.725272,TRUE
2000,National,18,126,DEM,Al Gore,2000-07-04,39.036934,TRUE
2000,National,18,125,REP,George W. Bush,2000-07-05,46.724248,TRUE
2000,National,18,125,DEM,Al Gore,2000-07-05,39.038364,TRUE
2000,National,18,124,REP,George W. Bush,2000-07-06,46.724248,TRUE
2000,National,18,124,DEM,Al Gore,2000-07-06,39.038364,TRUE
2000,National,18,123,REP,George W. Bush,2000-07-07,46.724248,TRUE
2000,National,18,123,DEM,Al Gore,2000-07-07,39.038364,TRUE
2000,National,17,122,REP,George W. Bush,2000-07-08,46.724771,TRUE
2000,National,17,122,DEM,Al Gore,2000-07-08,39.037377,TRUE
2000,National,17,121,REP,George W. Bush,2000-07-09,46.995054,TRUE
2000,National,17,121,DEM,Al Gore,2000-07-09,38.932975,TRUE
2000,National,17,120,REP,George W. Bush,2000-07-10,45.87301,TRUE
2000,National,17,120,DEM,Al Gore,2000-07-10,38.717911,TRUE
2000,National,17,119,REP,George W. Bush,2000-07-11,45.87301,TRUE
2000,National,17,119,DEM,Al Gore,2000-07-11,38.717911,TRUE
2000,National,17,118,REP,George W. Bush,2000-07-12,45.877424,TRUE
2000,National,17,118,DEM,Al Gore,2000-07-12,38.719084,TRUE
2000,National,17,117,REP,George W. Bush,2000-07-13,46.304882,TRUE
2000,National,17,117,DEM,Al Gore,2000-07-13,38.943285,TRUE
2000,National,17,116,REP,George W. Bush,2000-07-14,46.303782,TRUE
2000,National,17,116,DEM,Al Gore,2000-07-14,38.941659,TRUE
2000,National,16,115,REP,George W. Bush,2000-07-15,46.303782,TRUE
2000,National,16,115,DEM,Al Gore,2000-07-15,38.941659,TRUE
2000,National,16,114,REP,George W. Bush,2000-07-16,45.497731,TRUE
2000,National,16,114,DEM,Al Gore,2000-07-16,39.020486,TRUE
2000,National,16,113,REP,George W. Bush,2000-07-17,45.50373,TRUE
2000,National,16,113,DEM,Al Gore,2000-07-17,38.881237,TRUE
2000,National,16,112,REP,George W. Bush,2000-07-18,45.503725,TRUE
2000,National,16,112,DEM,Al Gore,2000-07-18,38.881281,TRUE
2000,National,16,111,REP,George W. Bush,2000-07-19,45.503725,TRUE
2000,National,16,111,DEM,Al Gore,2000-07-19,38.881281,TRUE
2000,National,16,110,REP,George W. Bush,2000-07-20,45.502996,TRUE
2000,National,16,110,DEM,Al Gore,2000-07-20,38.882205,TRUE
2000,National,16,109,REP,George W. Bush,2000-07-21,45.503921,TRUE
2000,National,16,109,DEM,Al Gore,2000-07-21,38.881621,TRUE
2000,National,15,108,REP,George W. Bush,2000-07-22,45.523345,TRUE
2000,National,15,108,DEM,Al Gore,2000-07-22,38.719002,TRUE
2000,National,15,107,REP,George W. Bush,2000-07-23,45.414209,TRUE
2000,National,15,107,DEM,Al Gore,2000-07-23,38.692295,TRUE
2000,National,15,106,REP,George W. Bush,2000-07-24,45.81965,TRUE
2000,National,15,106,DEM,Al Gore,2000-07-24,38.776313,TRUE
2000,National,15,105,REP,George W. Bush,2000-07-25,45.81965,TRUE
2000,National,15,105,DEM,Al Gore,2000-07-25,38.776313,TRUE
2000,National,15,104,REP,George W. Bush,2000-07-26,46.1848,TRUE
2000,National,15,104,DEM,Al Gore,2000-07-26,38.722065,TRUE
2000,National,15,103,REP,George W. Bush,2000-07-27,46.117921,TRUE
2000,National,15,103,DEM,Al Gore,2000-07-27,38.722193,TRUE
2000,National,15,102,REP,George W. Bush,2000-07-28,46.117921,TRUE
2000,National,15,102,DEM,Al Gore,2000-07-28,38.722193,TRUE
2000,National,14,101,REP,George W. Bush,2000-07-29,46.095867,TRUE
2000,National,14,101,DEM,Al Gore,2000-07-29,38.722108,TRUE
2000,National,14,100,REP,George W. Bush,2000-07-30,46.095867,TRUE
2000,National,14,100,DEM,Al Gore,2000-07-30,38.722108,TRUE
2000,National,14,99,REP,George W. Bush,2000-07-31,46.095867,TRUE
2000,National,14,99,DEM,Al Gore,2000-07-31,38.722108,TRUE
2000,National,14,98,REP,George W. Bush,2000-08-01,46.090451,TRUE
2000,National,14,98,DEM,Al Gore,2000-08-01,38.733141,TRUE
2000,National,14,97,REP,George W. Bush,2000-08-02,46.090451,TRUE
2000,National,14,97,DEM,Al Gore,2000-08-02,38.733141,TRUE
2000,National,14,96,REP,George W. Bush,2000-08-03,46.096456,FALSE
2000,National,14,96,DEM,Al Gore,2000-08-03,38.719817,TRUE
2000,National,14,95,REP,George W. Bush,2000-08-04,46.096456,FALSE
2000,National,14,95,DEM,Al Gore,2000-08-04,38.719817,TRUE
2000,National,13,94,REP,George W. Bush,2000-08-05,46.088167,FALSE
2000,National,13,94,DEM,Al Gore,2000-08-05,38.720871,TRUE
2000,National,13,93,REP,George W. Bush,2000-08-06,46.088167,FALSE
2000,National,13,93,DEM,Al Gore,2000-08-06,38.720871,TRUE
2000,National,13,92,REP,George W. Bush,2000-08-07,46.090716,FALSE
2000,National,13,92,DEM,Al Gore,2000-08-07,38.720094,TRUE
2000,National,13,91,REP,George W. Bush,2000-08-08,46.090716,FALSE
2000,National,13,91,DEM,Al Gore,2000-08-08,38.720094,TRUE
2000,National,13,90,REP,George W. Bush,2000-08-09,46.089772,FALSE
2000,National,13,90,DEM,Al Gore,2000-08-09,38.727689,TRUE
2000,National,13,89,REP,George W. Bush,2000-08-10,46.086816,FALSE
2000,National,13,89,DEM,Al Gore,2000-08-10,38.719932,TRUE
2000,National,13,88,REP,George W. Bush,2000-08-11,47.561933,FALSE
2000,National,13,88,DEM,Al Gore,2000-08-11,39.834193,TRUE
2000,National,12,87,REP,George W. Bush,2000-08-12,48.549065,FALSE
2000,National,12,87,DEM,Al Gore,2000-08-12,39.332113,TRUE
2000,National,12,86,REP,George W. Bush,2000-08-13,48.549065,FALSE
2000,National,12,86,DEM,Al Gore,2000-08-13,39.332113,TRUE
2000,National,12,85,REP,George W. Bush,2000-08-14,48.036107,FALSE
2000,National,12,85,DEM,Al Gore,2000-08-14,39.053319,TRUE
2000,National,12,84,REP,George W. Bush,2000-08-15,48.964898,FALSE
2000,National,12,84,DEM,Al Gore,2000-08-15,38.862538,TRUE
2000,National,12,83,REP,George W. Bush,2000-08-16,48.4586,FALSE
2000,National,12,83,DEM,Al Gore,2000-08-16,38.432303,TRUE
2000,National,12,82,REP,George W. Bush,2000-08-17,47.474195,FALSE
2000,National,12,82,DEM,Al Gore,2000-08-17,40.762496,FALSE
2000,National,12,81,REP,George W. Bush,2000-08-18,45.811845,FALSE
2000,National,12,81,DEM,Al Gore,2000-08-18,43.19089,FALSE
2000,National,11,80,REP,George W. Bush,2000-08-19,45.550654,FALSE
2000,National,11,80,DEM,Al Gore,2000-08-19,43.620608,FALSE
2000,National,11,79,REP,George W. Bush,2000-08-20,44.763347,FALSE
2000,National,11,79,DEM,Al Gore,2000-08-20,44.264021,FALSE
2000,National,11,78,REP,George W. Bush,2000-08-21,44.763347,FALSE
2000,National,11,78,DEM,Al Gore,2000-08-21,44.264021,FALSE
2000,National,11,77,REP,George W. Bush,2000-08-22,44.763549,FALSE
2000,National,11,77,DEM,Al Gore,2000-08-22,44.264058,FALSE
2000,National,11,76,REP,George W. Bush,2000-08-23,44.763644,FALSE
2000,National,11,76,DEM,Al Gore,2000-08-23,44.264028,FALSE
2000,National,11,75,REP,George W. Bush,2000-08-24,43.628955,FALSE
2000,National,11,75,DEM,Al Gore,2000-08-24,45.375087,FALSE
2000,National,11,74,REP,George W. Bush,2000-08-25,43.584234,FALSE
2000,National,11,74,DEM,Al Gore,2000-08-25,45.408615,FALSE
2000,National,10,73,REP,George W. Bush,2000-08-26,43.584234,FALSE
2000,National,10,73,DEM,Al Gore,2000-08-26,45.408615,FALSE
2000,National,10,72,REP,George W. Bush,2000-08-27,43.486503,FALSE
2000,National,10,72,DEM,Al Gore,2000-08-27,45.331307,FALSE
2000,National,10,71,REP,George W. Bush,2000-08-28,43.461503,FALSE
2000,National,10,71,DEM,Al Gore,2000-08-28,45.188459,FALSE
2000,National,10,70,REP,George W. Bush,2000-08-29,43.443101,FALSE
2000,National,10,70,DEM,Al Gore,2000-08-29,45.191238,FALSE
2000,National,10,69,REP,George W. Bush,2000-08-30,43.442314,FALSE
2000,National,10,69,DEM,Al Gore,2000-08-30,45.192243,FALSE
2000,National,10,68,REP,George W. Bush,2000-08-31,42.568009000000004,FALSE
2000,National,10,68,DEM,Al Gore,2000-08-31,46.057036,FALSE
2000,National,10,67,REP,George W. Bush,2000-09-01,42.518849,FALSE
2000,National,10,67,DEM,Al Gore,2000-09-01,46.100919,FALSE
2000,National,9,66,REP,George W. Bush,2000-09-02,42.518849,FALSE
2000,National,9,66,DEM,Al Gore,2000-09-02,46.100919,FALSE
2000,National,9,65,REP,George W. Bush,2000-09-03,42.518849,FALSE
2000,National,9,65,DEM,Al Gore,2000-09-03,46.100919,FALSE
2000,National,9,64,REP,George W. Bush,2000-09-04,42.518849,FALSE
2000,National,9,64,DEM,Al Gore,2000-09-04,46.100919,FALSE
2000,National,9,63,REP,George W. Bush,2000-09-05,42.518849,FALSE
2000,National,9,63,DEM,Al Gore,2000-09-05,46.100919,FALSE
2000,National,9,62,REP,George W. Bush,2000-09-06,42.97369,FALSE
2000,National,9,62,DEM,Al Gore,2000-09-06,45.944621,FALSE
2000,National,9,61,REP,George W. Bush,2000-09-07,43.201745,FALSE
2000,National,9,61,DEM,Al Gore,2000-09-07,45.763561,FALSE
2000,National,9,60,REP,George W. Bush,2000-09-08,43.124112,FALSE
2000,National,9,60,DEM,Al Gore,2000-09-08,45.817739,FALSE
2000,National,8,59,REP,George W. Bush,2000-09-09,43.15213,FALSE
2000,National,8,59,DEM,Al Gore,2000-09-09,45.813714,FALSE
2000,National,8,58,REP,George W. Bush,2000-09-10,42.734915,FALSE
2000,National,8,58,DEM,Al Gore,2000-09-10,45.576428,FALSE
2000,National,8,57,REP,George W. Bush,2000-09-11,42.544926,FALSE
2000,National,8,57,DEM,Al Gore,2000-09-11,45.492024,FALSE
2000,National,8,56,REP,George W. Bush,2000-09-12,42.440846,FALSE
2000,National,8,56,DEM,Al Gore,2000-09-12,45.275045,FALSE
2000,National,8,55,REP,George W. Bush,2000-09-13,42.394568,FALSE
2000,National,8,55,DEM,Al Gore,2000-09-13,45.153944,FALSE
2000,National,8,54,REP,George W. Bush,2000-09-14,42.368068,FALSE
2000,National,8,54,DEM,Al Gore,2000-09-14,45.040542,FALSE
2000,National,8,53,REP,George W. Bush,2000-09-15,42.433453,FALSE
2000,National,8,53,DEM,Al Gore,2000-09-15,44.878742,FALSE
2000,National,7,52,REP,George W. Bush,2000-09-16,42.553216,FALSE
2000,National,7,52,DEM,Al Gore,2000-09-16,44.862324,FALSE
2000,National,7,51,REP,George W. Bush,2000-09-17,42.638147,FALSE
2000,National,7,51,DEM,Al Gore,2000-09-17,44.856121,FALSE
2000,National,7,50,REP,George W. Bush,2000-09-18,42.57429,FALSE
2000,National,7,50,DEM,Al Gore,2000-09-18,44.83587,FALSE
2000,National,7,49,REP,George W. Bush,2000-09-19,42.481088,FALSE
2000,National,7,49,DEM,Al Gore,2000-09-19,44.435493,FALSE
2000,National,7,48,REP,George W. Bush,2000-09-20,42.589321,FALSE
2000,National,7,48,DEM,Al Gore,2000-09-20,44.506441,FALSE
2000,National,7,47,REP,George W. Bush,2000-09-21,42.575113,FALSE
2000,National,7,47,DEM,Al Gore,2000-09-21,44.540536,FALSE
2000,National,7,46,REP,George W. Bush,2000-09-22,42.584492,FALSE
2000,National,7,46,DEM,Al Gore,2000-09-22,44.528767,FALSE
2000,National,6,45,REP,George W. Bush,2000-09-23,42.942154,FALSE
2000,National,6,45,DEM,Al Gore,2000-09-23,44.235293,FALSE
2000,National,6,44,REP,George W. Bush,2000-09-24,43.090638,FALSE
2000,National,6,44,DEM,Al Gore,2000-09-24,44.169416,FALSE
2000,National,6,43,REP,George W. Bush,2000-09-25,43.314373,FALSE
2000,National,6,43,DEM,Al Gore,2000-09-25,43.707416,FALSE
2000,National,6,42,REP,George W. Bush,2000-09-26,43.323657,FALSE
2000,National,6,42,DEM,Al Gore,2000-09-26,43.645922,FALSE
2000,National,6,41,REP,George W. Bush,2000-09-27,43.427273,FALSE
2000,National,6,41,DEM,Al Gore,2000-09-27,43.510558,FALSE
2000,National,6,40,REP,George W. Bush,2000-09-28,43.502134,FALSE
2000,National,6,40,DEM,Al Gore,2000-09-28,43.514715,FALSE
2000,National,6,39,REP,George W. Bush,2000-09-29,43.560184,FALSE
2000,National,6,39,DEM,Al Gore,2000-09-29,43.501588,FALSE
2000,National,5,38,REP,George W. Bush,2000-09-30,43.591291,FALSE
2000,National,5,38,DEM,Al Gore,2000-09-30,43.863311,FALSE
2000,National,5,37,REP,George W. Bush,2000-10-01,43.728919,FALSE
2000,National,5,37,DEM,Al Gore,2000-10-01,44.281259,FALSE
2000,National,5,36,REP,George W. Bush,2000-10-02,43.643327,FALSE
2000,National,5,36,DEM,Al Gore,2000-10-02,44.332395,FALSE
2000,National,5,35,REP,George W. Bush,2000-10-03,43.879254,FALSE
2000,National,5,35,DEM,Al Gore,2000-10-03,44.442983,FALSE
2000,National,5,34,REP,George W. Bush,2000-10-04,43.795031,FALSE
2000,National,5,34,DEM,Al Gore,2000-10-04,44.830135,FALSE
2000,National,5,33,REP,George W. Bush,2000-10-05,43.806142,FALSE
2000,National,5,33,DEM,Al Gore,2000-10-05,44.913084,FALSE
2000,National,5,32,REP,George W. Bush,2000-10-06,44.30692,FALSE
2000,National,5,32,DEM,Al Gore,2000-10-06,44.055395,FALSE
2000,National,4,31,REP,George W. Bush,2000-10-07,44.67393,FALSE
2000,National,4,31,DEM,Al Gore,2000-10-07,43.564051,FALSE
2000,National,4,30,REP,George W. Bush,2000-10-08,44.773439,FALSE
2000,National,4,30,DEM,Al Gore,2000-10-08,43.103337,FALSE
2000,National,4,29,REP,George W. Bush,2000-10-09,44.982888,FALSE
2000,National,4,29,DEM,Al Gore,2000-10-09,43.167313,FALSE
2000,National,4,28,REP,George W. Bush,2000-10-10,44.716444,FALSE
2000,National,4,28,DEM,Al Gore,2000-10-10,43.239139,FALSE
2000,National,4,27,REP,George W. Bush,2000-10-11,44.978244,FALSE
2000,National,4,27,DEM,Al Gore,2000-10-11,43.06901,FALSE
2000,National,4,26,REP,George W. Bush,2000-10-12,45.139826,FALSE
2000,National,4,26,DEM,Al Gore,2000-10-12,42.849818,FALSE
2000,National,4,25,REP,George W. Bush,2000-10-13,45.237711,FALSE
2000,National,4,25,DEM,Al Gore,2000-10-13,42.734866,FALSE
2000,National,3,24,REP,George W. Bush,2000-10-14,45.479222,FALSE
2000,National,3,24,DEM,Al Gore,2000-10-14,42.47093,FALSE
2000,National,3,23,REP,George W. Bush,2000-10-15,45.675066,FALSE
2000,National,3,23,DEM,Al Gore,2000-10-15,42.502133,FALSE
2000,National,3,22,REP,George W. Bush,2000-10-16,45.571281,FALSE
2000,National,3,22,DEM,Al Gore,2000-10-16,42.602021,FALSE
2000,National,3,21,REP,George W. Bush,2000-10-17,45.346703,FALSE
2000,National,3,21,DEM,Al Gore,2000-10-17,42.657228,FALSE
2000,National,3,20,REP,George W. Bush,2000-10-18,45.646013,FALSE
2000,National,3,20,DEM,Al Gore,2000-10-18,42.211984,FALSE
2000,National,3,19,REP,George W. Bush,2000-10-19,45.537863,FALSE
2000,National,3,19,DEM,Al Gore,2000-10-19,42.854236,FALSE
2000,National,3,18,REP,George W. Bush,2000-10-20,45.773843,FALSE
2000,National,3,18,DEM,Al Gore,2000-10-20,42.670197,FALSE
2000,National,2,17,REP,George W. Bush,2000-10-21,45.885193,FALSE
2000,National,2,17,DEM,Al Gore,2000-10-21,42.647424,FALSE
2000,National,2,16,REP,George W. Bush,2000-10-22,45.561909,FALSE
2000,National,2,16,DEM,Al Gore,2000-10-22,42.597101,FALSE
2000,National,2,15,REP,George W. Bush,2000-10-23,45.506721,FALSE
2000,National,2,15,DEM,Al Gore,2000-10-23,42.756733,FALSE
2000,National,2,14,REP,George W. Bush,2000-10-24,45.611515,FALSE
2000,National,2,14,DEM,Al Gore,2000-10-24,42.85544,FALSE
2000,National,2,13,REP,George W. Bush,2000-10-25,45.671372,FALSE
2000,National,2,13,DEM,Al Gore,2000-10-25,42.874883,FALSE
2000,National,2,12,REP,George W. Bush,2000-10-26,46.038905,FALSE
2000,National,2,12,DEM,Al Gore,2000-10-26,42.764783,FALSE
2000,National,2,11,REP,George W. Bush,2000-10-27,46.113461,FALSE
2000,National,2,11,DEM,Al Gore,2000-10-27,42.714982,FALSE
2000,National,1,10,REP,George W. Bush,2000-10-28,46.200335,FALSE
2000,National,1,10,DEM,Al Gore,2000-10-28,42.580821,FALSE
2000,National,1,9,REP,George W. Bush,2000-10-29,46.091101,FALSE
2000,National,1,9,DEM,Al Gore,2000-10-29,42.619625,FALSE
2000,National,1,8,REP,George W. Bush,2000-10-30,46.06199,FALSE
2000,National,1,8,DEM,Al Gore,2000-10-30,42.627367,FALSE
2000,National,1,7,REP,George W. Bush,2000-10-31,46.150699,FALSE
2000,National,1,7,DEM,Al Gore,2000-10-31,42.725262,FALSE
2000,National,1,6,REP,George W. Bush,2000-11-01,46.18883,FALSE
2000,National,1,6,DEM,Al Gore,2000-11-01,42.743869,FALSE
2000,National,1,5,REP,George W. Bush,2000-11-02,46.411124,FALSE
2000,National,1,5,DEM,Al Gore,2000-11-02,42.734543,FALSE
2000,National,1,4,REP,George W. Bush,2000-11-03,46.576805,FALSE
2000,National,1,4,DEM,Al Gore,2000-11-03,43.024576,FALSE
2000,National,0,3,REP,George W. Bush,2000-11-04,46.714702,FALSE
2000,National,0,3,DEM,Al Gore,2000-11-04,43.078329,FALSE
2000,National,0,2,REP,George W. Bush,2000-11-05,46.799144,FALSE
2000,National,0,2,DEM,Al Gore,2000-11-05,43.165373,FALSE
2000,National,0,1,REP,George W. Bush,2000-11-06,46.945554,FALSE
2000,National,0,1,DEM,Al Gore,2000-11-06,43.323453,FALSE
2000,National,0,0,REP,George W. Bush,2000-11-07,46.945554,FALSE
2000,National,0,0,DEM,Al Gore,2000-11-07,43.323453,FALSE
1996,National,36,250,DEM,Bill Clinton,1996-02-29,50.797091,TRUE
1996,National,36,250,REP,Bob Dole,1996-02-29,39.410232,TRUE
1996,National,36,249,DEM,Bill Clinton,1996-03-01,50.798317,TRUE
1996,National,36,249,REP,Bob Dole,1996-03-01,39.409504,TRUE
1996,National,35,248,DEM,Bill Clinton,1996-03-02,50.797491,TRUE
1996,National,35,248,REP,Bob Dole,1996-03-02,39.410255,TRUE
1996,National,35,247,DEM,Bill Clinton,1996-03-03,50.797491,TRUE
1996,National,35,247,REP,Bob Dole,1996-03-03,39.410255,TRUE
1996,National,35,246,DEM,Bill Clinton,1996-03-04,50.797491,TRUE
1996,National,35,246,REP,Bob Dole,1996-03-04,39.410255,TRUE
1996,National,35,245,DEM,Bill Clinton,1996-03-05,50.232963,TRUE
1996,National,35,245,REP,Bob Dole,1996-03-05,37.989427,TRUE
1996,National,35,244,DEM,Bill Clinton,1996-03-06,50.233178,TRUE
1996,National,35,244,REP,Bob Dole,1996-03-06,37.989628,TRUE
1996,National,35,243,DEM,Bill Clinton,1996-03-07,50.233178,TRUE
1996,National,35,243,REP,Bob Dole,1996-03-07,37.989628,TRUE
1996,National,35,242,DEM,Bill Clinton,1996-03-08,50.233178,TRUE
1996,National,35,242,REP,Bob Dole,1996-03-08,37.989628,TRUE
1996,National,34,241,DEM,Bill Clinton,1996-03-09,50.233178,TRUE
1996,National,34,241,REP,Bob Dole,1996-03-09,37.989628,TRUE
1996,National,34,240,DEM,Bill Clinton,1996-03-10,49.689336,TRUE
1996,National,34,240,REP,Bob Dole,1996-03-10,37.148941,TRUE
1996,National,34,239,DEM,Bill Clinton,1996-03-11,50.72935,TRUE
1996,National,34,239,REP,Bob Dole,1996-03-11,37.706308,TRUE
1996,National,34,238,DEM,Bill Clinton,1996-03-12,50.72935,TRUE
1996,National,34,238,REP,Bob Dole,1996-03-12,37.706308,TRUE
1996,National,34,237,DEM,Bill Clinton,1996-03-13,50.741252,TRUE
1996,National,34,237,REP,Bob Dole,1996-03-13,37.677034,TRUE
1996,National,34,236,DEM,Bill Clinton,1996-03-14,50.741252,TRUE
1996,National,34,236,REP,Bob Dole,1996-03-14,37.677034,TRUE
1996,National,34,235,DEM,Bill Clinton,1996-03-15,50.741252,TRUE
1996,National,34,235,REP,Bob Dole,1996-03-15,37.677034,TRUE
1996,National,33,234,DEM,Bill Clinton,1996-03-16,50.231869,TRUE
1996,National,33,234,REP,Bob Dole,1996-03-16,37.938049,TRUE
1996,National,33,233,DEM,Bill Clinton,1996-03-17,49.40061,TRUE
1996,National,33,233,REP,Bob Dole,1996-03-17,38.81925,TRUE
1996,National,33,232,DEM,Bill Clinton,1996-03-18,49.40061,TRUE
1996,National,33,232,REP,Bob Dole,1996-03-18,38.81925,TRUE
1996,National,33,231,DEM,Bill Clinton,1996-03-19,49.40061,TRUE
1996,National,33,231,REP,Bob Dole,1996-03-19,38.81925,TRUE
1996,National,33,230,DEM,Bill Clinton,1996-03-20,49.400712,TRUE
1996,National,33,230,REP,Bob Dole,1996-03-20,38.819656,TRUE
1996,National,33,229,DEM,Bill Clinton,1996-03-21,49.396725000000004,TRUE
1996,National,33,229,REP,Bob Dole,1996-03-21,38.825717,TRUE
1996,National,33,228,DEM,Bill Clinton,1996-03-22,49.396725000000004,TRUE
1996,National,33,228,REP,Bob Dole,1996-03-22,38.825717,TRUE
1996,National,32,227,DEM,Bill Clinton,1996-03-23,49.396725000000004,TRUE
1996,National,32,227,REP,Bob Dole,1996-03-23,38.825717,TRUE
1996,National,32,226,DEM,Bill Clinton,1996-03-24,49.396725000000004,TRUE
1996,National,32,226,REP,Bob Dole,1996-03-24,38.825717,TRUE
1996,National,32,225,DEM,Bill Clinton,1996-03-25,49.396725000000004,TRUE
1996,National,32,225,REP,Bob Dole,1996-03-25,38.825717,TRUE
1996,National,32,224,DEM,Bill Clinton,1996-03-26,49.396725000000004,TRUE
1996,National,32,224,REP,Bob Dole,1996-03-26,38.825717,TRUE
1996,National,32,223,DEM,Bill Clinton,1996-03-27,49.393891000000004,TRUE
1996,National,32,223,REP,Bob Dole,1996-03-27,38.844912,TRUE
1996,National,32,222,DEM,Bill Clinton,1996-03-28,49.393891000000004,TRUE
1996,National,32,222,REP,Bob Dole,1996-03-28,38.844912,TRUE
1996,National,32,221,DEM,Bill Clinton,1996-03-29,49.393891000000004,TRUE
1996,National,32,221,REP,Bob Dole,1996-03-29,38.844912,TRUE
1996,National,31,220,DEM,Bill Clinton,1996-03-30,49.393891000000004,TRUE
1996,National,31,220,REP,Bob Dole,1996-03-30,38.844912,TRUE
1996,National,31,219,DEM,Bill Clinton,1996-03-31,49.393891000000004,TRUE
1996,National,31,219,REP,Bob Dole,1996-03-31,38.844912,TRUE
1996,National,31,218,DEM,Bill Clinton,1996-04-01,47.683562,TRUE
1996,National,31,218,REP,Bob Dole,1996-04-01,38.002779,TRUE
1996,National,31,217,DEM,Bill Clinton,1996-04-02,46.461211,TRUE
1996,National,31,217,REP,Bob Dole,1996-04-02,37.628986,TRUE
1996,National,31,216,DEM,Bill Clinton,1996-04-03,46.461754,TRUE
1996,National,31,216,REP,Bob Dole,1996-04-03,37.629374,TRUE
1996,National,31,215,DEM,Bill Clinton,1996-04-04,46.461812,TRUE
1996,National,31,215,REP,Bob Dole,1996-04-04,37.629297,TRUE
