"","year","state","state_po","county_name","county_fips","candidate","party","candidatevotes","totalvotes","POPESTIMATE2020","turnout"
"937",2020,"ARKANSAS","AR","GARLAND",5051,"JO JORGENSEN","LIBERTARIAN",84,44199,100258,0.440852600291249
"938",2020,"ARKANSAS","AR","GARLAND",5051,"JO JORGENSEN","LIBERTARIAN",2,44199,100258,0.440852600291249
"939",2020,"ARKANSAS","AR","GARLAND",5051,"OTHER","OTHER",33,44199,100258,0.440852600291249
"940",2020,"ARKANSAS","AR","GARLAND",5051,"OTHER","OTHER",429,44199,100258,0.440852600291249
"941",2020,"ARKANSAS","AR","GARLAND",5051,"OTHER","OTHER",121,44199,100258,0.440852600291249
"942",2020,"ARKANSAS","AR","GARLAND",5051,"OTHER","OTHER",4,44199,100258,0.440852600291249
"943",2020,"ARKANSAS","AR","GARLAND",5051,"DONALD J TRUMP","REPUBLICAN",1880,44199,100258,0.440852600291249
"944",2020,"ARKANSAS","AR","GARLAND",5051,"DONALD J TRUMP","REPUBLICAN",22991,44199,100258,0.440852600291249
"945",2020,"ARKANSAS","AR","GARLAND",5051,"DONALD J TRUMP","REPUBLICAN",4080,44199,100258,0.440852600291249
"946",2020,"ARKANSAS","AR","GARLAND",5051,"DONALD J TRUMP","REPUBLICAN",118,44199,100258,0.440852600291249
"947",2020,"ARKANSAS","AR","GRANT",5053,"JOSEPH R BIDEN JR","DEMOCRAT",238,8200,18018,0.455100455100455
"948",2020,"ARKANSAS","AR","GRANT",5053,"JOSEPH R BIDEN JR","DEMOCRAT",777,8200,18018,0.455100455100455
"949",2020,"ARKANSAS","AR","GRANT",5053,"JOSEPH R BIDEN JR","DEMOCRAT",253,8200,18018,0.455100455100455
"950",2020,"ARKANSAS","AR","GRANT",5053,"JOSEPH R BIDEN JR","DEMOCRAT",0,8200,18018,0.455100455100455
"951",2020,"ARKANSAS","AR","GRANT",5053,"OTHER","GREEN",1,8200,18018,0.455100455100455
"952",2020,"ARKANSAS","AR","GRANT",5053,"OTHER","GREEN",5,8200,18018,0.455100455100455
"953",2020,"ARKANSAS","AR","GRANT",5053,"OTHER","GREEN",2,8200,18018,0.455100455100455
"954",2020,"ARKANSAS","AR","GRANT",5053,"OTHER","GREEN",0,8200,18018,0.455100455100455
"955",2020,"ARKANSAS","AR","GRANT",5053,"JO JORGENSEN","LIBERTARIAN",2,8200,18018,0.455100455100455
"956",2020,"ARKANSAS","AR","GRANT",5053,"JO JORGENSEN","LIBERTARIAN",32,8200,18018,0.455100455100455
"957",2020,"ARKANSAS","AR","GRANT",5053,"JO JORGENSEN","LIBERTARIAN",22,8200,18018,0.455100455100455
"958",2020,"ARKANSAS","AR","GRANT",5053,"JO JORGENSEN","LIBERTARIAN",0,8200,18018,0.455100455100455
"959",2020,"ARKANSAS","AR","GRANT",5053,"OTHER","OTHER",2,8200,18018,0.455100455100455
"960",2020,"ARKANSAS","AR","GRANT",5053,"OTHER","OTHER",39,8200,18018,0.455100455100455
"961",2020,"ARKANSAS","AR","GRANT",5053,"OTHER","OTHER",33,8200,18018,0.455100455100455
"962",2020,"ARKANSAS","AR","GRANT",5053,"OTHER","OTHER",0,8200,18018,0.455100455100455
"963",2020,"ARKANSAS","AR","GRANT",5053,"DONALD J TRUMP","REPUBLICAN",248,8200,18018,0.455100455100455
"964",2020,"ARKANSAS","AR","GRANT",5053,"DONALD J TRUMP","REPUBLICAN",4674,8200,18018,0.455100455100455
"965",2020,"ARKANSAS","AR","GRANT",5053,"DONALD J TRUMP","REPUBLICAN",1869,8200,18018,0.455100455100455
"966",2020,"ARKANSAS","AR","GRANT",5053,"DONALD J TRUMP","REPUBLICAN",3,8200,18018,0.455100455100455
"967",2020,"ARKANSAS","AR","GREENE",5055,"JOSEPH R BIDEN JR","DEMOCRAT",473,16100,45864,0.351037851037851
"968",2020,"ARKANSAS","AR","GREENE",5055,"JOSEPH R BIDEN JR","DEMOCRAT",2144,16100,45864,0.351037851037851
"969",2020,"ARKANSAS","AR","GREENE",5055,"JOSEPH R BIDEN JR","DEMOCRAT",428,16100,45864,0.351037851037851
"970",2020,"ARKANSAS","AR","GREENE",5055,"JOSEPH R BIDEN JR","DEMOCRAT",13,16100,45864,0.351037851037851
"971",2020,"ARKANSAS","AR","GREENE",5055,"OTHER","GREEN",2,16100,45864,0.351037851037851
"972",2020,"ARKANSAS","AR","GREENE",5055,"OTHER","GREEN",20,16100,45864,0.351037851037851
"973",2020,"ARKANSAS","AR","GREENE",5055,"OTHER","GREEN",10,16100,45864,0.351037851037851
"974",2020,"ARKANSAS","AR","GREENE",5055,"OTHER","GREEN",1,16100,45864,0.351037851037851
"975",2020,"ARKANSAS","AR","GREENE",5055,"JO JORGENSEN","LIBERTARIAN",3,16100,45864,0.351037851037851
"976",2020,"ARKANSAS","AR","GREENE",5055,"JO JORGENSEN","LIBERTARIAN",138,16100,45864,0.351037851037851
"977",2020,"ARKANSAS","AR","GREENE",5055,"JO JORGENSEN","LIBERTARIAN",47,16100,45864,0.351037851037851
"978",2020,"ARKANSAS","AR","GREENE",5055,"JO JORGENSEN","LIBERTARIAN",0,16100,45864,0.351037851037851
"979",2020,"ARKANSAS","AR","GREENE",5055,"OTHER","OTHER",7,16100,45864,0.351037851037851
"980",2020,"ARKANSAS","AR","GREENE",5055,"OTHER","OTHER",97,16100,45864,0.351037851037851
"981",2020,"ARKANSAS","AR","GREENE",5055,"OTHER","OTHER",46,16100,45864,0.351037851037851
"982",2020,"ARKANSAS","AR","GREENE",5055,"OTHER","OTHER",1,16100,45864,0.351037851037851
"983",2020,"ARKANSAS","AR","GREENE",5055,"DONALD J TRUMP","REPUBLICAN",436,16100,45864,0.351037851037851
"984",2020,"ARKANSAS","AR","GREENE",5055,"DONALD J TRUMP","REPUBLICAN",9917,16100,45864,0.351037851037851
"985",2020,"ARKANSAS","AR","GREENE",5055,"DONALD J TRUMP","REPUBLICAN",2298,16100,45864,0.351037851037851
"986",2020,"ARKANSAS","AR","GREENE",5055,"DONALD J TRUMP","REPUBLICAN",19,16100,45864,0.351037851037851
"987",2020,"ARKANSAS","AR","HEMPSTEAD",5057,"JOSEPH R BIDEN JR","DEMOCRAT",282,6848,19989,0.342588423632998
"988",2020,"ARKANSAS","AR","HEMPSTEAD",5057,"JOSEPH R BIDEN JR","DEMOCRAT",1402,6848,19989,0.342588423632998
"989",2020,"ARKANSAS","AR","HEMPSTEAD",5057,"JOSEPH R BIDEN JR","DEMOCRAT",454,6848,19989,0.342588423632998
"990",2020,"ARKANSAS","AR","HEMPSTEAD",5057,"JOSEPH R BIDEN JR","DEMOCRAT",0,6848,19989,0.342588423632998
"991",2020,"ARKANSAS","AR","HEMPSTEAD",5057,"OTHER","GREEN",0,6848,19989,0.342588423632998
"992",2020,"ARKANSAS","AR","HEMPSTEAD",5057,"OTHER","GREEN",16,6848,19989,0.342588423632998
"993",2020,"ARKANSAS","AR","HEMPSTEAD",5057,"OTHER","GREEN",8,6848,19989,0.342588423632998
"994",2020,"ARKANSAS","AR","HEMPSTEAD",5057,"OTHER","GREEN",0,6848,19989,0.342588423632998
"995",2020,"ARKANSAS","AR","HEMPSTEAD",5057,"JO JORGENSEN","LIBERTARIAN",3,6848,19989,0.342588423632998
"996",2020,"ARKANSAS","AR","HEMPSTEAD",5057,"JO JORGENSEN","LIBERTARIAN",16,6848,19989,0.342588423632998
"997",2020,"ARKANSAS","AR","HEMPSTEAD",5057,"JO JORGENSEN","LIBERTARIAN",12,6848,19989,0.342588423632998
"998",2020,"ARKANSAS","AR","HEMPSTEAD",5057,"JO JORGENSEN","LIBERTARIAN",0,6848,19989,0.342588423632998
"999",2020,"ARKANSAS","AR","HEMPSTEAD",5057,"OTHER","OTHER",2,6848,19989,0.342588423632998
"1000",2020,"ARKANSAS","AR","HEMPSTEAD",5057,"OTHER","OTHER",108,6848,19989,0.342588423632998
"1001",2020,"ARKANSAS","AR","HEMPSTEAD",5057,"OTHER","OTHER",75,6848,19989,0.342588423632998
"1002",2020,"ARKANSAS","AR","HEMPSTEAD",5057,"OTHER","OTHER",0,6848,19989,0.342588423632998
"1003",2020,"ARKANSAS","AR","HEMPSTEAD",5057,"DONALD J TRUMP","REPUBLICAN",324,6848,19989,0.342588423632998
"1004",2020,"ARKANSAS","AR","HEMPSTEAD",5057,"DONALD J TRUMP","REPUBLICAN",2514,6848,19989,0.342588423632998
"1005",2020,"ARKANSAS","AR","HEMPSTEAD",5057,"DONALD J TRUMP","REPUBLICAN",1632,6848,19989,0.342588423632998
"1006",2020,"ARKANSAS","AR","HEMPSTEAD",5057,"DONALD J TRUMP","REPUBLICAN",0,6848,19989,0.342588423632998
"1007",2020,"ARKANSAS","AR","HOT SPRING",5059,"JOSEPH R BIDEN JR","DEMOCRAT",539,12557,33075,0.379652305366591
"1008",2020,"ARKANSAS","AR","HOT SPRING",5059,"JOSEPH R BIDEN JR","DEMOCRAT",2142,12557,33075,0.379652305366591
"1009",2020,"ARKANSAS","AR","HOT SPRING",5059,"JOSEPH R BIDEN JR","DEMOCRAT",372,12557,33075,0.379652305366591
"1010",2020,"ARKANSAS","AR","HOT SPRING",5059,"JOSEPH R BIDEN JR","DEMOCRAT",29,12557,33075,0.379652305366591
"1011",2020,"ARKANSAS","AR","HOT SPRING",5059,"OTHER","GREEN",1,12557,33075,0.379652305366591
"1012",2020,"ARKANSAS","AR","HOT SPRING",5059,"OTHER","GREEN",9,12557,33075,0.379652305366591
"1013",2020,"ARKANSAS","AR","HOT SPRING",5059,"OTHER","GREEN",6,12557,33075,0.379652305366591
"1014",2020,"ARKANSAS","AR","HOT SPRING",5059,"OTHER","GREEN",0,12557,33075,0.379652305366591
"1015",2020,"ARKANSAS","AR","HOT SPRING",5059,"JO JORGENSEN","LIBERTARIAN",6,12557,33075,0.379652305366591
"1016",2020,"ARKANSAS","AR","HOT SPRING",5059,"JO JORGENSEN","LIBERTARIAN",58,12557,33075,0.379652305366591
"1017",2020,"ARKANSAS","AR","HOT SPRING",5059,"JO JORGENSEN","LIBERTARIAN",29,12557,33075,0.379652305366591
"1018",2020,"ARKANSAS","AR","HOT SPRING",5059,"JO JORGENSEN","LIBERTARIAN",0,12557,33075,0.379652305366591
"1019",2020,"ARKANSAS","AR","HOT SPRING",5059,"OTHER","OTHER",4,12557,33075,0.379652305366591
"1020",2020,"ARKANSAS","AR","HOT SPRING",5059,"OTHER","OTHER",125,12557,33075,0.379652305366591
"1021",2020,"ARKANSAS","AR","HOT SPRING",5059,"OTHER","OTHER",34,12557,33075,0.379652305366591
"1022",2020,"ARKANSAS","AR","HOT SPRING",5059,"OTHER","OTHER",1,12557,33075,0.379652305366591
"1023",2020,"ARKANSAS","AR","HOT SPRING",5059,"DONALD J TRUMP","REPUBLICAN",385,12557,33075,0.379652305366591
"1024",2020,"ARKANSAS","AR","HOT SPRING",5059,"DONALD J TRUMP","REPUBLICAN",7204,12557,33075,0.379652305366591
"1025",2020,"ARKANSAS","AR","HOT SPRING",5059,"DONALD J TRUMP","REPUBLICAN",1589,12557,33075,0.379652305366591
"1026",2020,"ARKANSAS","AR","HOT SPRING",5059,"DONALD J TRUMP","REPUBLICAN",24,12557,33075,0.379652305366591
"1027",2020,"ARKANSAS","AR","HOWARD",5061,"JOSEPH R BIDEN JR","DEMOCRAT",158,4834,12757,0.378929215332758
"1028",2020,"ARKANSAS","AR","HOWARD",5061,"JOSEPH R BIDEN JR","DEMOCRAT",1003,4834,12757,0.378929215332758
"1029",2020,"ARKANSAS","AR","HOWARD",5061,"JOSEPH R BIDEN JR","DEMOCRAT",179,4834,12757,0.378929215332758
"1030",2020,"ARKANSAS","AR","HOWARD",5061,"JOSEPH R BIDEN JR","DEMOCRAT",0,4834,12757,0.378929215332758
"1031",2020,"ARKANSAS","AR","HOWARD",5061,"OTHER","GREEN",0,4834,12757,0.378929215332758
"1032",2020,"ARKANSAS","AR","HOWARD",5061,"OTHER","GREEN",11,4834,12757,0.378929215332758
"1033",2020,"ARKANSAS","AR","HOWARD",5061,"OTHER","GREEN",0,4834,12757,0.378929215332758
"1034",2020,"ARKANSAS","AR","HOWARD",5061,"OTHER","GREEN",0,4834,12757,0.378929215332758
"1035",2020,"ARKANSAS","AR","HOWARD",5061,"JO JORGENSEN","LIBERTARIAN",1,4834,12757,0.378929215332758
"1036",2020,"ARKANSAS","AR","HOWARD",5061,"JO JORGENSEN","LIBERTARIAN",15,4834,12757,0.378929215332758
"1037",2020,"ARKANSAS","AR","HOWARD",5061,"JO JORGENSEN","LIBERTARIAN",11,4834,12757,0.378929215332758
"1038",2020,"ARKANSAS","AR","HOWARD",5061,"JO JORGENSEN","LIBERTARIAN",0,4834,12757,0.378929215332758
"1039",2020,"ARKANSAS","AR","HOWARD",5061,"OTHER","OTHER",3,4834,12757,0.378929215332758
"1040",2020,"ARKANSAS","AR","HOWARD",5061,"OTHER","OTHER",51,4834,12757,0.378929215332758
"1041",2020,"ARKANSAS","AR","HOWARD",5061,"OTHER","OTHER",35,4834,12757,0.378929215332758
"1042",2020,"ARKANSAS","AR","HOWARD",5061,"OTHER","OTHER",0,4834,12757,0.378929215332758
"1043",2020,"ARKANSAS","AR","HOWARD",5061,"DONALD J TRUMP","REPUBLICAN",175,4834,12757,0.378929215332758
"1044",2020,"ARKANSAS","AR","HOWARD",5061,"DONALD J TRUMP","REPUBLICAN",2393,4834,12757,0.378929215332758
"1045",2020,"ARKANSAS","AR","HOWARD",5061,"DONALD J TRUMP","REPUBLICAN",799,4834,12757,0.378929215332758
"1046",2020,"ARKANSAS","AR","HOWARD",5061,"DONALD J TRUMP","REPUBLICAN",0,4834,12757,0.378929215332758
"1047",2020,"ARKANSAS","AR","INDEPENDENCE",5063,"JOSEPH R BIDEN JR","DEMOCRAT",418,14512,37940,0.382498682129678
"1048",2020,"ARKANSAS","AR","INDEPENDENCE",5063,"JOSEPH R BIDEN JR","DEMOCRAT",1899,14512,37940,0.382498682129678
"1049",2020,"ARKANSAS","AR","INDEPENDENCE",5063,"JOSEPH R BIDEN JR","DEMOCRAT",489,14512,37940,0.382498682129678
"1050",2020,"ARKANSAS","AR","INDEPENDENCE",5063,"JOSEPH R BIDEN JR","DEMOCRAT",0,14512,37940,0.382498682129678
"1051",2020,"ARKANSAS","AR","INDEPENDENCE",5063,"OTHER","GREEN",2,14512,37940,0.382498682129678
"1052",2020,"ARKANSAS","AR","INDEPENDENCE",5063,"OTHER","GREEN",14,14512,37940,0.382498682129678
"1053",2020,"ARKANSAS","AR","INDEPENDENCE",5063,"OTHER","GREEN",7,14512,37940,0.382498682129678
"1054",2020,"ARKANSAS","AR","INDEPENDENCE",5063,"OTHER","GREEN",0,14512,37940,0.382498682129678
"1055",2020,"ARKANSAS","AR","INDEPENDENCE",5063,"JO JORGENSEN","LIBERTARIAN",4,14512,37940,0.382498682129678
"1056",2020,"ARKANSAS","AR","INDEPENDENCE",5063,"JO JORGENSEN","LIBERTARIAN",103,14512,37940,0.382498682129678
"1057",2020,"ARKANSAS","AR","INDEPENDENCE",5063,"JO JORGENSEN","LIBERTARIAN",40,14512,37940,0.382498682129678
"1058",2020,"ARKANSAS","AR","INDEPENDENCE",5063,"JO JORGENSEN","LIBERTARIAN",0,14512,37940,0.382498682129678
"1059",2020,"ARKANSAS","AR","INDEPENDENCE",5063,"OTHER","OTHER",14,14512,37940,0.382498682129678
"1060",2020,"ARKANSAS","AR","INDEPENDENCE",5063,"OTHER","OTHER",169,14512,37940,0.382498682129678
"1061",2020,"ARKANSAS","AR","INDEPENDENCE",5063,"OTHER","OTHER",103,14512,37940,0.382498682129678
"1062",2020,"ARKANSAS","AR","INDEPENDENCE",5063,"OTHER","OTHER",0,14512,37940,0.382498682129678
"1063",2020,"ARKANSAS","AR","INDEPENDENCE",5063,"DONALD J TRUMP","REPUBLICAN",445,14512,37940,0.382498682129678
"1064",2020,"ARKANSAS","AR","INDEPENDENCE",5063,"DONALD J TRUMP","REPUBLICAN",7943,14512,37940,0.382498682129678
"1065",2020,"ARKANSAS","AR","INDEPENDENCE",5063,"DONALD J TRUMP","REPUBLICAN",2862,14512,37940,0.382498682129678
"1066",2020,"ARKANSAS","AR","INDEPENDENCE",5063,"DONALD J TRUMP","REPUBLICAN",0,14512,37940,0.382498682129678
"1067",2020,"ARKANSAS","AR","IZARD",5065,"JOSEPH R BIDEN JR","DEMOCRAT",200,5810,13602,0.427143067196001
"1068",2020,"ARKANSAS","AR","IZARD",5065,"JOSEPH R BIDEN JR","DEMOCRAT",614,5810,13602,0.427143067196001
"1069",2020,"ARKANSAS","AR","IZARD",5065,"JOSEPH R BIDEN JR","DEMOCRAT",205,5810,13602,0.427143067196001
"1070",2020,"ARKANSAS","AR","IZARD",5065,"JOSEPH R BIDEN JR","DEMOCRAT",2,5810,13602,0.427143067196001
"1071",2020,"ARKANSAS","AR","IZARD",5065,"OTHER","GREEN",0,5810,13602,0.427143067196001
"1072",2020,"ARKANSAS","AR","IZARD",5065,"OTHER","GREEN",3,5810,13602,0.427143067196001
"1073",2020,"ARKANSAS","AR","IZARD",5065,"OTHER","GREEN",1,5810,13602,0.427143067196001
"1074",2020,"ARKANSAS","AR","IZARD",5065,"OTHER","GREEN",0,5810,13602,0.427143067196001
"1075",2020,"ARKANSAS","AR","IZARD",5065,"JO JORGENSEN","LIBERTARIAN",3,5810,13602,0.427143067196001
"1076",2020,"ARKANSAS","AR","IZARD",5065,"JO JORGENSEN","LIBERTARIAN",34,5810,13602,0.427143067196001
"1077",2020,"ARKANSAS","AR","IZARD",5065,"JO JORGENSEN","LIBERTARIAN",18,5810,13602,0.427143067196001
"1078",2020,"ARKANSAS","AR","IZARD",5065,"JO JORGENSEN","LIBERTARIAN",0,5810,13602,0.427143067196001
"1079",2020,"ARKANSAS","AR","IZARD",5065,"OTHER","OTHER",4,5810,13602,0.427143067196001
"1080",2020,"ARKANSAS","AR","IZARD",5065,"OTHER","OTHER",62,5810,13602,0.427143067196001
"1081",2020,"ARKANSAS","AR","IZARD",5065,"OTHER","OTHER",33,5810,13602,0.427143067196001
"1082",2020,"ARKANSAS","AR","IZARD",5065,"OTHER","OTHER",0,5810,13602,0.427143067196001
"1083",2020,"ARKANSAS","AR","IZARD",5065,"DONALD J TRUMP","REPUBLICAN",226,5810,13602,0.427143067196001
"1084",2020,"ARKANSAS","AR","IZARD",5065,"DONALD J TRUMP","REPUBLICAN",2985,5810,13602,0.427143067196001
"1085",2020,"ARKANSAS","AR","IZARD",5065,"DONALD J TRUMP","REPUBLICAN",1404,5810,13602,0.427143067196001
"1086",2020,"ARKANSAS","AR","IZARD",5065,"DONALD J TRUMP","REPUBLICAN",16,5810,13602,0.427143067196001
"1087",2020,"ARKANSAS","AR","JACKSON",5067,"JOSEPH R BIDEN JR","DEMOCRAT",133,5091,16761,0.303740826919635
"1088",2020,"ARKANSAS","AR","JACKSON",5067,"JOSEPH R BIDEN JR","DEMOCRAT",952,5091,16761,0.303740826919635
"1089",2020,"ARKANSAS","AR","JACKSON",5067,"JOSEPH R BIDEN JR","DEMOCRAT",277,5091,16761,0.303740826919635
"1090",2020,"ARKANSAS","AR","JACKSON",5067,"JOSEPH R BIDEN JR","DEMOCRAT",3,5091,16761,0.303740826919635
"1091",2020,"ARKANSAS","AR","JACKSON",5067,"OTHER","GREEN",0,5091,16761,0.303740826919635
"1092",2020,"ARKANSAS","AR","JACKSON",5067,"OTHER","GREEN",4,5091,16761,0.303740826919635
"1093",2020,"ARKANSAS","AR","JACKSON",5067,"OTHER","GREEN",1,5091,16761,0.303740826919635
"1094",2020,"ARKANSAS","AR","JACKSON",5067,"OTHER","GREEN",0,5091,16761,0.303740826919635
"1095",2020,"ARKANSAS","AR","JACKSON",5067,"JO JORGENSEN","LIBERTARIAN",3,5091,16761,0.303740826919635
"1096",2020,"ARKANSAS","AR","JACKSON",5067,"JO JORGENSEN","LIBERTARIAN",20,5091,16761,0.303740826919635
"1097",2020,"ARKANSAS","AR","JACKSON",5067,"JO JORGENSEN","LIBERTARIAN",14,5091,16761,0.303740826919635
"1098",2020,"ARKANSAS","AR","JACKSON",5067,"JO JORGENSEN","LIBERTARIAN",0,5091,16761,0.303740826919635
"1099",2020,"ARKANSAS","AR","JACKSON",5067,"OTHER","OTHER",0,5091,16761,0.303740826919635
"1100",2020,"ARKANSAS","AR","JACKSON",5067,"OTHER","OTHER",55,5091,16761,0.303740826919635
"1101",2020,"ARKANSAS","AR","JACKSON",5067,"OTHER","OTHER",36,5091,16761,0.303740826919635
"1102",2020,"ARKANSAS","AR","JACKSON",5067,"OTHER","OTHER",0,5091,16761,0.303740826919635
"1103",2020,"ARKANSAS","AR","JACKSON",5067,"DONALD J TRUMP","REPUBLICAN",108,5091,16761,0.303740826919635
"1104",2020,"ARKANSAS","AR","JACKSON",5067,"DONALD J TRUMP","REPUBLICAN",2249,5091,16761,0.303740826919635
"1105",2020,"ARKANSAS","AR","JACKSON",5067,"DONALD J TRUMP","REPUBLICAN",1228,5091,16761,0.303740826919635
"1106",2020,"ARKANSAS","AR","JACKSON",5067,"DONALD J TRUMP","REPUBLICAN",8,5091,16761,0.303740826919635
"1107",2020,"ARKANSAS","AR","JEFFERSON",5069,"JOSEPH R BIDEN JR","DEMOCRAT",1507,25158,66830,0.376447703127338
"1108",2020,"ARKANSAS","AR","JEFFERSON",5069,"JOSEPH R BIDEN JR","DEMOCRAT",9418,25158,66830,0.376447703127338
"1109",2020,"ARKANSAS","AR","JEFFERSON",5069,"JOSEPH R BIDEN JR","DEMOCRAT",3957,25158,66830,0.376447703127338
"1110",2020,"ARKANSAS","AR","JEFFERSON",5069,"JOSEPH R BIDEN JR","DEMOCRAT",99,25158,66830,0.376447703127338
"1111",2020,"ARKANSAS","AR","JEFFERSON",5069,"OTHER","GREEN",2,25158,66830,0.376447703127338
"1112",2020,"ARKANSAS","AR","JEFFERSON",5069,"OTHER","GREEN",19,25158,66830,0.376447703127338
"1113",2020,"ARKANSAS","AR","JEFFERSON",5069,"OTHER","GREEN",4,25158,66830,0.376447703127338
"1114",2020,"ARKANSAS","AR","JEFFERSON",5069,"OTHER","GREEN",1,25158,66830,0.376447703127338
"1115",2020,"ARKANSAS","AR","JEFFERSON",5069,"JO JORGENSEN","LIBERTARIAN",5,25158,66830,0.376447703127338
"1116",2020,"ARKANSAS","AR","JEFFERSON",5069,"JO JORGENSEN","LIBERTARIAN",44,25158,66830,0.376447703127338
"1117",2020,"ARKANSAS","AR","JEFFERSON",5069,"JO JORGENSEN","LIBERTARIAN",54,25158,66830,0.376447703127338
"1118",2020,"ARKANSAS","AR","JEFFERSON",5069,"JO JORGENSEN","LIBERTARIAN",3,25158,66830,0.376447703127338
"1119",2020,"ARKANSAS","AR","JEFFERSON",5069,"OTHER","OTHER",8,25158,66830,0.376447703127338
"1120",2020,"ARKANSAS","AR","JEFFERSON",5069,"OTHER","OTHER",313,25158,66830,0.376447703127338
"1121",2020,"ARKANSAS","AR","JEFFERSON",5069,"OTHER","OTHER",199,25158,66830,0.376447703127338
"1122",2020,"ARKANSAS","AR","JEFFERSON",5069,"OTHER","OTHER",4,25158,66830,0.376447703127338
"1123",2020,"ARKANSAS","AR","JEFFERSON",5069,"DONALD J TRUMP","REPUBLICAN",491,25158,66830,0.376447703127338
"1124",2020,"ARKANSAS","AR","JEFFERSON",5069,"DONALD J TRUMP","REPUBLICAN",4482,25158,66830,0.376447703127338
"1125",2020,"ARKANSAS","AR","JEFFERSON",5069,"DONALD J TRUMP","REPUBLICAN",4527,25158,66830,0.376447703127338
"1126",2020,"ARKANSAS","AR","JEFFERSON",5069,"DONALD J TRUMP","REPUBLICAN",21,25158,66830,0.376447703127338
"1127",2020,"ARKANSAS","AR","JOHNSON",5071,"JOSEPH R BIDEN JR","DEMOCRAT",384,9498,25724,0.369227180842793
"1128",2020,"ARKANSAS","AR","JOHNSON",5071,"JOSEPH R BIDEN JR","DEMOCRAT",1377,9498,25724,0.369227180842793
"1129",2020,"ARKANSAS","AR","JOHNSON",5071,"JOSEPH R BIDEN JR","DEMOCRAT",503,9498,25724,0.369227180842793
"1130",2020,"ARKANSAS","AR","JOHNSON",5071,"JOSEPH R BIDEN JR","DEMOCRAT",19,9498,25724,0.369227180842793
"1131",2020,"ARKANSAS","AR","JOHNSON",5071,"OTHER","GREEN",0,9498,25724,0.369227180842793
"1132",2020,"ARKANSAS","AR","JOHNSON",5071,"OTHER","GREEN",16,9498,25724,0.369227180842793
"1133",2020,"ARKANSAS","AR","JOHNSON",5071,"OTHER","GREEN",9,9498,25724,0.369227180842793
"1134",2020,"ARKANSAS","AR","JOHNSON",5071,"OTHER","GREEN",0,9498,25724,0.369227180842793
"1135",2020,"ARKANSAS","AR","JOHNSON",5071,"JO JORGENSEN","LIBERTARIAN",1,9498,25724,0.369227180842793
"1136",2020,"ARKANSAS","AR","JOHNSON",5071,"JO JORGENSEN","LIBERTARIAN",54,9498,25724,0.369227180842793
"1137",2020,"ARKANSAS","AR","JOHNSON",5071,"JO JORGENSEN","LIBERTARIAN",40,9498,25724,0.369227180842793
"1138",2020,"ARKANSAS","AR","JOHNSON",5071,"JO JORGENSEN","LIBERTARIAN",2,9498,25724,0.369227180842793
"1139",2020,"ARKANSAS","AR","JOHNSON",5071,"OTHER","OTHER",3,9498,25724,0.369227180842793
"1140",2020,"ARKANSAS","AR","JOHNSON",5071,"OTHER","OTHER",89,9498,25724,0.369227180842793
"1141",2020,"ARKANSAS","AR","JOHNSON",5071,"OTHER","OTHER",61,9498,25724,0.369227180842793
"1142",2020,"ARKANSAS","AR","JOHNSON",5071,"OTHER","OTHER",2,9498,25724,0.369227180842793
"1143",2020,"ARKANSAS","AR","JOHNSON",5071,"DONALD J TRUMP","REPUBLICAN",371,9498,25724,0.369227180842793
"1144",2020,"ARKANSAS","AR","JOHNSON",5071,"DONALD J TRUMP","REPUBLICAN",4148,9498,25724,0.369227180842793
"1145",2020,"ARKANSAS","AR","JOHNSON",5071,"DONALD J TRUMP","REPUBLICAN",2348,9498,25724,0.369227180842793
"1146",2020,"ARKANSAS","AR","JOHNSON",5071,"DONALD J TRUMP","REPUBLICAN",71,9498,25724,0.369227180842793
"1147",2020,"ARKANSAS","AR","LAFAYETTE",5073,"JOSEPH R BIDEN JR","DEMOCRAT",143,2679,6293,0.425711107579851
"1148",2020,"ARKANSAS","AR","LAFAYETTE",5073,"JOSEPH R BIDEN JR","DEMOCRAT",499,2679,6293,0.425711107579851
"1149",2020,"ARKANSAS","AR","LAFAYETTE",5073,"JOSEPH R BIDEN JR","DEMOCRAT",180,2679,6293,0.425711107579851
"1150",2020,"ARKANSAS","AR","LAFAYETTE",5073,"JOSEPH R BIDEN JR","DEMOCRAT",17,2679,6293,0.425711107579851
"1151",2020,"ARKANSAS","AR","LAFAYETTE",5073,"OTHER","GREEN",0,2679,6293,0.425711107579851
"1152",2020,"ARKANSAS","AR","LAFAYETTE",5073,"OTHER","GREEN",4,2679,6293,0.425711107579851
"1153",2020,"ARKANSAS","AR","LAFAYETTE",5073,"OTHER","GREEN",1,2679,6293,0.425711107579851
"1154",2020,"ARKANSAS","AR","LAFAYETTE",5073,"OTHER","GREEN",0,2679,6293,0.425711107579851
"1155",2020,"ARKANSAS","AR","LAFAYETTE",5073,"JO JORGENSEN","LIBERTARIAN",1,2679,6293,0.425711107579851
"1156",2020,"ARKANSAS","AR","LAFAYETTE",5073,"JO JORGENSEN","LIBERTARIAN",5,2679,6293,0.425711107579851
"1157",2020,"ARKANSAS","AR","LAFAYETTE",5073,"JO JORGENSEN","LIBERTARIAN",3,2679,6293,0.425711107579851
"1158",2020,"ARKANSAS","AR","LAFAYETTE",5073,"JO JORGENSEN","LIBERTARIAN",0,2679,6293,0.425711107579851
